done;baseagent_acts;blindagent_acts;baseagent_mssg;blindagent_mssg;world_nr;tick_nr
False;;;0;0;1;0
False;MoveSouthEast;MoveSouth;0;0;1;1
False;MoveSouthEast;MoveSouth;1;1;1;2
False;MoveSouthEast;MoveSouth;1;1;1;3
False;MoveSouthEast;MoveSouth;1;1;1;4
False;MoveSouth;MoveSouth;1;1;1;5
False;MoveSouth;MoveSouth;1;1;1;6
False;MoveSouth;MoveSouth;1;1;1;7
False;MoveSouth;MoveSouth;1;1;1;8
False;MoveSouth;MoveSouth;1;1;1;9
False;MoveSouth;MoveSouth;1;1;1;10
False;MoveSouth;MoveSouth;1;1;1;11
False;MoveSouth;MoveSouth;1;1;1;12
False;MoveSouth;MoveSouth;1;1;1;13
False;MoveSouth;MoveSouth;1;1;1;14
False;MoveSouth;MoveSouth;1;1;1;15
False;MoveSouth;MoveSouth;1;1;1;16
False;MoveSouth;MoveSouth;1;1;1;17
False;MoveSouth;MoveSouth;1;1;1;18
False;MoveSouth;MoveSouth;1;1;1;19
False;MoveSouth;MoveSouth;1;1;1;20
False;MoveSouth;MoveSouth;1;1;1;21
False;MoveSouth;MoveSouth;1;1;1;22
False;MoveSouth;MoveSouth;1;1;1;23
False;MoveSouth;MoveSouth;1;1;1;24
False;MoveSouth;MoveSouthEast;1;1;1;25
False;MoveSouth;MoveSouthEast;1;1;1;26
False;MoveSouth;MoveEast;1;1;1;27
False;MoveSouth;MoveEast;1;1;1;28
False;MoveSouth;MoveEast;1;1;1;29
False;MoveSouth;MoveEast;1;1;1;30
False;MoveSouth;MoveEast;1;1;1;31
False;MoveSouth;MoveEast;1;1;1;32
False;MoveSouth;MoveEast;1;1;1;33
False;MoveSouth;MoveEast;1;1;1;34
False;MoveSouth;MoveEast;1;1;1;35
False;MoveSouth;MoveEast;1;1;1;36
False;MoveSouth;MoveEast;1;1;1;37
False;MoveSouth;MoveEast;1;1;1;38
False;MoveSouth;MoveEast;1;1;1;39
False;MoveSouth;MoveEast;1;1;1;40
False;MoveSouth;MoveEast;1;1;1;41
False;MoveSouth;MoveEast;1;1;1;42
False;MoveSouth;MoveEast;1;1;1;43
False;MoveSouth;MoveEast;1;1;1;44
False;MoveSouth;MoveEast;1;1;1;45
False;MoveSouth;MoveEast;1;1;1;46
False;MoveSouth;MoveEast;1;1;1;47
False;MoveSouth;MoveEast;1;1;1;48
False;MoveSouth;MoveEast;1;1;1;49
False;MoveSouth;MoveEast;1;1;1;50
False;MoveSouth;MoveEast;1;1;1;51
False;MoveSouth;MoveEast;1;1;1;52
False;MoveSouth;MoveEast;1;1;1;53
False;MoveSouth;MoveEast;1;1;1;54
False;MoveSouth;MoveEast;1;1;1;55
False;MoveSouth;MoveEast;1;1;1;56
False;MoveSouth;OpenDoorAction;1;1;1;57
False;MoveSouth;OpenDoorAction;1;2;1;58
False;MoveSouth;MoveNorth;1;2;1;59
False;MoveSouth;MoveNorth;1;3;1;60
False;MoveSouth;GrabObject;1;3;1;61
False;MoveSouth;GrabObject;1;4;1;62
False;MoveSouth;MoveSouthEast;1;4;1;63
False;MoveSouth;MoveSouthEast;1;4;1;64
False;MoveSouth;MoveSouthEast;1;4;1;65
False;MoveSouth;MoveSouthEast;1;4;1;66
False;MoveSouth;MoveSouthEast;1;4;1;67
False;MoveSouth;MoveSouthEast;1;4;1;68
False;MoveSouth;MoveSouth;1;4;1;69
False;MoveSouth;MoveSouth;1;4;1;70
False;MoveSouth;MoveSouth;1;4;1;71
False;MoveSouth;MoveSouth;1;4;1;72
False;MoveSouthEast;MoveSouth;1;4;1;73
False;MoveSouthEast;MoveSouth;1;4;1;74
False;MoveSouthEast;MoveSouthWest;1;4;1;75
False;MoveSouthEast;MoveSouthWest;1;4;1;76
False;MoveEast;MoveSouthWest;1;4;1;77
False;MoveEast;MoveSouthWest;1;4;1;78
False;MoveEast;MoveSouthWest;1;4;1;79
False;MoveEast;MoveSouthWest;1;4;1;80
False;MoveEast;MoveWest;1;4;1;81
False;MoveEast;MoveWest;1;4;1;82
False;MoveEast;MoveWest;1;4;1;83
False;MoveEast;MoveWest;1;4;1;84
False;MoveEast;MoveSouthWest;1;4;1;85
False;MoveEast;MoveSouthWest;1;4;1;86
False;MoveEast;DropObject;1;4;1;87
False;MoveEast;DropObject;1;5;1;88
False;MoveEast;MoveWest;1;5;1;89
False;MoveEast;MoveWest;1;6;1;90
False;MoveEast;MoveWest;1;6;1;91
False;MoveEast;MoveWest;1;6;1;92
False;MoveEast;MoveWest;1;6;1;93
False;MoveEast;MoveWest;1;6;1;94
False;MoveEast;MoveNorthWest;1;6;1;95
False;MoveEast;MoveNorthWest;1;6;1;96
False;MoveEast;MoveWest;1;6;1;97
False;MoveEast;MoveWest;1;6;1;98
False;MoveEast;MoveNorthWest;1;6;1;99
False;MoveEast;MoveNorthWest;1;6;1;100
False;MoveEast;MoveWest;1;6;1;101
False;MoveEast;MoveWest;1;6;1;102
False;MoveEast;MoveNorthWest;1;6;1;103
False;MoveEast;MoveNorthWest;1;6;1;104
False;MoveEast;MoveWest;1;6;1;105
False;MoveEast;MoveWest;1;6;1;106
False;MoveEast;OpenDoorAction;1;6;1;107
False;MoveEast;OpenDoorAction;1;7;1;108
False;MoveEast;MoveNorth;1;7;1;109
False;MoveEast;MoveNorth;1;8;1;110
False;MoveEast;MoveNorthWest;1;8;1;111
False;MoveEast;MoveNorthWest;1;8;1;112
False;OpenDoorAction;MoveNorthWest;1;8;1;113
False;OpenDoorAction;MoveNorthWest;2;8;1;114
False;OpenDoorAction;MoveSouth;2;8;1;115
False;OpenDoorAction;MoveSouth;2;8;1;116
False;MoveNorth;MoveNorthEast;2;8;1;117
False;MoveNorth;MoveNorthEast;3;8;1;118
False;MoveNorth;MoveSouth;3;8;1;119
False;MoveNorth;MoveSouth;3;8;1;120
False;MoveNorthWest;MoveNorthEast;3;8;1;121
False;MoveNorthWest;MoveNorthEast;3;8;1;122
False;MoveNorthWest;MoveSouth;3;8;1;123
False;MoveNorthWest;MoveSouth;3;8;1;124
False;MoveNorthWest;MoveNorthEast;3;8;1;125
False;MoveNorthWest;MoveNorthEast;3;8;1;126
False;MoveNorthWest;MoveSouth;3;8;1;127
False;MoveNorthWest;MoveSouth;3;8;1;128
False;MoveSouth;MoveSouthWest;3;8;1;129
False;MoveSouth;MoveSouthWest;3;9;1;130
False;MoveSouth;MoveSouthEast;3;9;1;131
False;MoveSouth;MoveSouthEast;3;9;1;132
False;MoveNorthEast;MoveEast;3;9;1;133
False;MoveNorthEast;MoveEast;3;9;1;134
False;MoveNorthEast;MoveEast;3;9;1;135
False;MoveNorthEast;MoveEast;3;9;1;136
False;MoveSouth;MoveEast;3;9;1;137
False;MoveSouth;MoveEast;3;9;1;138
False;MoveSouth;MoveEast;3;9;1;139
False;MoveSouth;MoveEast;3;9;1;140
False;MoveNorthEast;MoveEast;3;9;1;141
False;MoveNorthEast;MoveEast;3;9;1;142
False;MoveNorthEast;MoveEast;3;9;1;143
False;MoveNorthEast;MoveEast;3;9;1;144
False;MoveSouth;MoveEast;3;9;1;145
False;MoveSouth;MoveEast;3;9;1;146
False;MoveSouth;MoveEast;3;9;1;147
False;MoveSouth;MoveEast;3;9;1;148
False;MoveNorthEast;MoveEast;3;9;1;149
False;MoveNorthEast;MoveEast;3;9;1;150
False;MoveNorthEast;MoveEast;3;9;1;151
False;MoveNorthEast;MoveEast;3;9;1;152
False;MoveSouth;MoveEast;3;9;1;153
False;MoveSouth;MoveEast;3;9;1;154
False;MoveSouth;OpenDoorAction;3;9;1;155
False;MoveSouth;OpenDoorAction;3;10;1;156
False;MoveSouthWest;MoveNorth;3;10;1;157
False;MoveSouthWest;MoveNorth;4;11;1;158
False;MoveSouthWest;MoveNorthWest;4;11;1;159
False;MoveSouthWest;MoveNorthWest;4;11;1;160
False;MoveSouthWest;MoveNorthWest;4;11;1;161
False;MoveSouthWest;MoveNorthWest;4;11;1;162
False;MoveSouthWest;MoveSouth;4;11;1;163
False;MoveSouthWest;MoveSouth;4;11;1;164
False;MoveWest;MoveNorthEast;4;11;1;165
False;MoveWest;MoveNorthEast;4;11;1;166
False;MoveWest;MoveSouth;4;11;1;167
False;MoveWest;MoveSouth;4;11;1;168
False;MoveWest;MoveNorthEast;4;11;1;169
False;MoveWest;MoveNorthEast;4;11;1;170
False;MoveWest;MoveSouth;4;11;1;171
False;MoveWest;MoveSouth;4;11;1;172
False;MoveWest;MoveNorthEast;4;11;1;173
False;MoveWest;MoveNorthEast;4;11;1;174
False;MoveWest;MoveSouth;4;11;1;175
False;MoveWest;MoveSouth;4;11;1;176
False;MoveWest;MoveSouthWest;4;11;1;177
False;MoveWest;MoveSouthWest;4;12;1;178
False;MoveWest;MoveSouthEast;4;12;1;179
False;MoveWest;MoveSouthEast;4;12;1;180
False;MoveWest;MoveEast;4;12;1;181
False;MoveWest;MoveEast;4;12;1;182
False;MoveWest;MoveNorthEast;4;12;1;183
False;MoveWest;MoveNorthEast;4;12;1;184
False;MoveWest;MoveNorth;4;12;1;185
