done;liaragent_acts;liaragent1_acts;strongagent0_acts;strongagent1_acts;liaragent_mssg;liaragent1_mssg;strongagent0_mssg;strongagent1_mssg;world_nr;tick_nr
False;;;;;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;2;2;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;2;2;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;3;3;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;3;3;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;4;4;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;4;4;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;5;5;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;5;5;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;6;6;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;6;6;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;7;7;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;7;7;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;8;8;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;8;8;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;9;9;1;1;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;9;9;1;1;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;10;10;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;10;10;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;11;11;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;11;11;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;12;12;1;1;1;24
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;12;12;1;1;1;25
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;13;13;1;1;1;26
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;13;13;1;1;1;27
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;14;14;1;1;1;28
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;14;14;1;1;1;29
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;15;15;1;1;1;30
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;15;15;1;1;1;31
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;16;16;1;1;1;32
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;16;16;1;1;1;33
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;17;17;1;2;1;34
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;17;17;1;2;1;35
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;18;18;1;3;1;36
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveNorthWest;18;18;1;3;1;37
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveNorthWest;19;19;1;3;1;38
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;19;19;1;3;1;39
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;20;20;1;3;1;40
False;MoveEast;MoveEast;MoveEast;MoveSouth;20;20;1;3;1;41
False;MoveEast;MoveEast;MoveEast;MoveSouth;21;21;1;3;1;42
False;MoveEast;MoveEast;MoveEast;MoveNorthEast;21;21;1;3;1;43
False;MoveEast;MoveEast;MoveEast;MoveNorthEast;22;22;1;3;1;44
False;MoveEast;MoveEast;OpenDoorAction;GrabObject;22;22;1;3;1;45
False;MoveEast;MoveEast;OpenDoorAction;GrabObject;23;23;2;4;1;46
False;MoveEast;MoveEast;MoveNorth;MoveSouth;23;23;2;4;1;47
False;MoveEast;MoveEast;MoveNorth;MoveSouth;24;24;3;5;1;48
