done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;1;1;2;1;24
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveNorth;1;1;1;1;1;2;1;25
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveNorth;1;1;1;1;1;3;1;26
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;27
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;28
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;GrabObject;1;1;1;1;1;3;1;29
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;GrabObject;1;1;1;1;1;4;1;30
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;4;1;31
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;4;1;32
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4;1;33
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4;1;34
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4;1;35
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4;1;36
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveWest;1;1;1;1;1;4;1;37
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveWest;1;1;1;1;1;4;1;38
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouthWest;1;1;1;1;1;4;1;39
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouthWest;1;1;1;1;1;4;1;40
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;4;1;41
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;4;1;42
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;4;1;43
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;4;1;44
False;OpenDoorAction;OpenDoorAction;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveSouth;1;1;1;1;1;4;1;45
False;OpenDoorAction;OpenDoorAction;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveSouth;2;2;2;2;2;4;1;46
