done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;14
False;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;15
False;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;16
False;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;17
False;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;18
False;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;19
False;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;20
False;MoveSouth;MoveEast;OpenDoorAction;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;21
False;MoveSouth;MoveEast;OpenDoorAction;MoveSouth;MoveSouth;MoveEast;1;1;2;1;1;1;1;22
False;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveSouth;OpenDoorAction;1;1;2;1;1;1;1;23
False;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveSouth;OpenDoorAction;1;1;3;1;1;2;1;24
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveSouthEast;MoveSouth;MoveNorth;1;1;3;1;1;2;1;25
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveSouthEast;MoveSouth;MoveNorth;1;1;3;1;1;3;1;26
False;MoveEast;MoveEast;MoveNorthWest;MoveEast;MoveSouth;MoveNorthWest;1;1;3;1;1;3;1;27
False;MoveEast;MoveEast;MoveNorthWest;MoveEast;MoveSouth;MoveNorthWest;1;1;3;1;1;3;1;28
False;MoveEast;MoveEast;GrabObject;MoveEast;MoveSouth;MoveNorthWest;1;1;3;1;1;3;1;29
False;MoveEast;MoveEast;GrabObject;MoveEast;MoveSouth;MoveNorthWest;1;1;4;1;1;3;1;30
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;1;1;4;1;1;3;1;31
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;1;1;4;1;1;3;1;32
False;MoveEast;OpenDoorAction;MoveSouthEast;MoveEast;MoveSouth;MoveNorthEast;1;1;4;1;1;3;1;33
False;MoveEast;OpenDoorAction;MoveSouthEast;MoveEast;MoveSouth;MoveNorthEast;1;2;4;1;1;3;1;34
False;MoveEast;MoveNorth;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;1;2;4;1;1;3;1;35
False;MoveEast;MoveNorth;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;1;3;4;1;1;3;1;36
False;MoveEast;MoveNorthWest;MoveSouthWest;MoveEast;MoveSouthEast;MoveNorthEast;1;3;4;1;1;3;1;37
False;MoveEast;MoveNorthWest;MoveSouthWest;MoveEast;MoveSouthEast;MoveNorthEast;1;3;4;1;1;3;1;38
False;MoveEast;MoveNorthWest;MoveWest;MoveEast;MoveEast;MoveSouth;1;3;4;1;1;3;1;39
False;MoveEast;MoveNorthWest;MoveWest;MoveEast;MoveEast;MoveSouth;1;3;4;1;1;3;1;40
False;MoveEast;MoveSouth;MoveSouthWest;MoveEast;MoveEast;MoveNorthEast;1;3;4;1;1;3;1;41
False;MoveEast;MoveSouth;MoveSouthWest;MoveEast;MoveEast;MoveNorthEast;1;3;4;1;1;3;1;42
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;MoveEast;MoveSouth;1;3;4;1;1;3;1;43
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;MoveEast;MoveSouth;1;3;4;1;1;3;1;44
False;MoveEast;GrabObject;MoveSouth;MoveEast;OpenDoorAction;MoveSouthWest;1;3;4;1;1;3;1;45
False;MoveEast;GrabObject;MoveSouth;MoveEast;OpenDoorAction;MoveSouthWest;1;4;4;1;2;4;1;46
