done;baseagent_acts;blindagent_acts;baseagent_mssg;blindagent_mssg;world_nr;tick_nr
False;;;0;0;1;0
False;MoveSouthEast;MoveSouth;0;0;1;1
False;MoveSouthEast;MoveSouth;1;1;1;2
False;MoveSouth;MoveSouth;1;1;1;3
False;MoveSouth;MoveSouth;1;1;1;4
False;MoveSouth;MoveSouth;1;1;1;5
False;MoveSouth;MoveSouth;1;1;1;6
False;MoveSouth;MoveSouth;1;1;1;7
False;MoveSouth;MoveSouth;1;1;1;8
False;MoveSouth;MoveSouth;1;1;1;9
False;MoveSouth;MoveSouth;1;1;1;10
False;MoveSouth;MoveSouth;1;1;1;11
False;MoveSouth;MoveSouth;1;1;1;12
False;MoveSouthEast;MoveSouth;1;1;1;13
False;MoveSouthEast;MoveSouth;1;1;1;14
False;MoveEast;MoveSouth;1;1;1;15
False;MoveEast;MoveSouth;1;1;1;16
False;MoveEast;MoveSouth;1;1;1;17
False;MoveEast;MoveSouth;1;1;1;18
False;MoveEast;MoveSouth;1;1;1;19
False;MoveEast;MoveSouth;1;1;1;20
False;MoveEast;MoveSouth;1;1;1;21
False;MoveEast;MoveSouth;1;1;1;22
False;MoveEast;MoveSouth;1;1;1;23
False;MoveEast;MoveSouth;1;1;1;24
False;MoveEast;MoveSouthEast;1;1;1;25
False;MoveEast;MoveSouthEast;1;1;1;26
False;MoveEast;MoveEast;1;1;1;27
False;MoveEast;MoveEast;1;1;1;28
False;MoveEast;MoveEast;1;1;1;29
False;MoveEast;MoveEast;1;1;1;30
False;MoveEast;MoveEast;1;1;1;31
False;MoveEast;MoveEast;1;1;1;32
False;MoveEast;OpenDoorAction;1;1;1;33
False;MoveEast;OpenDoorAction;1;2;1;34
False;MoveEast;MoveNorth;1;2;1;35
False;MoveEast;MoveNorth;1;3;1;36
False;MoveEast;MoveNorthWest;1;3;1;37
False;MoveEast;MoveNorthWest;1;3;1;38
False;MoveEast;MoveNorthWest;1;3;1;39
False;MoveEast;MoveNorthWest;1;3;1;40
False;MoveEast;MoveSouth;1;3;1;41
False;MoveEast;MoveSouth;1;3;1;42
False;MoveEast;MoveNorthEast;1;3;1;43
False;MoveEast;MoveNorthEast;1;3;1;44
False;OpenDoorAction;MoveSouth;1;3;1;45
False;OpenDoorAction;MoveSouth;2;3;1;46
False;MoveNorth;MoveNorthEast;2;3;1;47
False;MoveNorth;MoveNorthEast;3;3;1;48
False;MoveNorthWest;MoveSouth;3;3;1;49
False;MoveNorthWest;MoveSouth;3;3;1;50
False;GrabObject;MoveNorthEast;3;3;1;51
False;GrabObject;MoveNorthEast;3;3;1;52
False;MoveSouthEast;MoveSouth;3;3;1;53
False;MoveSouthEast;MoveSouth;3;3;1;54
False;MoveSouthEast;MoveSouthWest;3;3;1;55
False;MoveSouthEast;MoveSouthWest;3;4;1;56
False;MoveSouthEast;MoveSouthEast;3;4;1;57
False;MoveSouthEast;MoveSouthEast;3;4;1;58
False;MoveSouthEast;MoveSouthEast;3;4;1;59
False;MoveSouthEast;MoveSouthEast;3;4;1;60
False;MoveSouth;MoveEast;3;4;1;61
False;MoveSouth;MoveEast;3;4;1;62
False;MoveSouth;MoveEast;3;4;1;63
False;MoveSouth;MoveEast;3;4;1;64
False;MoveSouth;MoveEast;3;4;1;65
False;MoveSouth;MoveEast;3;4;1;66
False;MoveSouth;MoveEast;3;4;1;67
False;MoveSouth;MoveEast;3;4;1;68
False;MoveSouth;MoveEast;3;4;1;69
False;MoveSouth;MoveEast;3;4;1;70
False;MoveSouth;MoveEast;3;4;1;71
False;MoveSouth;MoveEast;3;4;1;72
False;MoveSouth;MoveEast;3;4;1;73
False;MoveSouth;MoveEast;3;4;1;74
False;MoveSouth;MoveEast;3;4;1;75
False;MoveSouth;MoveEast;3;4;1;76
False;MoveSouth;MoveEast;3;4;1;77
False;MoveSouth;MoveEast;3;4;1;78
False;MoveSouthWest;MoveEast;3;4;1;79
False;MoveSouthWest;MoveEast;3;4;1;80
False;MoveWest;MoveEast;3;4;1;81
False;MoveWest;MoveEast;3;4;1;82
False;MoveWest;MoveEast;3;4;1;83
False;MoveWest;MoveEast;3;4;1;84
False;MoveSouthWest;MoveSouthEast;3;4;1;85
False;MoveSouthWest;MoveSouthEast;3;4;1;86
False;MoveWest;MoveSouth;3;4;1;87
False;MoveWest;MoveSouth;3;4;1;88
False;MoveSouthWest;MoveSouth;3;4;1;89
False;MoveSouthWest;MoveSouth;3;4;1;90
False;MoveWest;MoveSouth;3;4;1;91
False;MoveWest;MoveSouth;3;4;1;92
False;MoveWest;MoveSouthWest;3;4;1;93
False;MoveWest;MoveSouthWest;3;4;1;94
False;MoveSouthWest;MoveWest;3;4;1;95
False;MoveSouthWest;MoveWest;3;4;1;96
False;DropObject;MoveWest;3;4;1;97
False;DropObject;MoveWest;4;4;1;98
False;MoveNorthEast;OpenDoorAction;4;4;1;99
False;MoveNorthEast;OpenDoorAction;5;5;1;100
False;MoveNorthEast;MoveNorth;5;5;1;101
False;MoveNorthEast;MoveNorth;5;6;1;102
False;MoveNorthEast;MoveNorthWest;5;6;1;103
False;MoveNorthEast;MoveNorthWest;5;6;1;104
False;MoveEast;MoveNorthWest;5;6;1;105
False;MoveEast;MoveNorthWest;5;6;1;106
False;MoveEast;MoveSouth;5;6;1;107
False;MoveEast;MoveSouth;5;6;1;108
False;MoveEast;MoveNorthEast;5;6;1;109
False;MoveEast;MoveNorthEast;5;6;1;110
False;MoveEast;MoveSouth;5;6;1;111
False;MoveEast;MoveSouth;5;6;1;112
False;MoveEast;MoveNorthEast;5;6;1;113
False;MoveEast;MoveNorthEast;5;6;1;114
False;MoveNorthEast;GrabObject;5;6;1;115
False;MoveNorthEast;GrabObject;5;7;1;116
False;MoveNorth;MoveSouth;5;7;1;117
False;MoveNorth;MoveSouth;5;7;1;118
False;MoveNorth;MoveSouth;5;7;1;119
False;MoveNorth;MoveSouth;5;7;1;120
False;MoveNorth;MoveSouthWest;5;7;1;121
False;MoveNorth;MoveSouthWest;5;7;1;122
False;MoveNorthWest;MoveSouthWest;5;7;1;123
False;MoveNorthWest;MoveSouthWest;5;7;1;124
False;MoveNorthWest;MoveSouthWest;5;7;1;125
False;MoveNorthWest;MoveSouthWest;5;7;1;126
False;MoveWest;DropObject;5;7;1;127
False;MoveWest;DropObject;5;8;1;128
False;OpenDoorAction;MoveNorthWest;5;8;1;129
False;OpenDoorAction;MoveNorthWest;6;9;1;130
False;MoveNorth;MoveNorthWest;6;9;1;131
False;MoveNorth;MoveNorthWest;7;9;1;132
False;GrabObject;MoveWest;7;9;1;133
False;GrabObject;MoveWest;8;9;1;134
False;MoveSouthEast;MoveWest;8;9;1;135
False;MoveSouthEast;MoveWest;8;9;1;136
False;MoveSouthEast;MoveWest;8;9;1;137
False;MoveSouthEast;MoveWest;8;9;1;138
False;MoveSouthEast;MoveWest;8;9;1;139
False;MoveSouthEast;MoveWest;8;9;1;140
False;MoveSouth;MoveWest;8;9;1;141
False;MoveSouth;MoveWest;8;9;1;142
False;MoveSouth;MoveWest;8;9;1;143
False;MoveSouth;MoveWest;8;9;1;144
False;MoveSouth;MoveWest;8;9;1;145
False;MoveSouth;MoveWest;8;9;1;146
False;MoveSouthWest;MoveWest;8;9;1;147
False;MoveSouthWest;MoveWest;8;9;1;148
False;MoveWest;MoveWest;8;9;1;149
False;MoveWest;MoveWest;8;9;1;150
False;MoveWest;MoveWest;8;9;1;151
False;MoveWest;MoveWest;8;9;1;152
False;MoveWest;MoveNorthWest;8;9;1;153
False;MoveWest;MoveNorthWest;8;9;1;154
False;MoveWest;MoveNorth;8;9;1;155
False;MoveWest;MoveNorth;8;9;1;156
False;MoveSouthWest;MoveNorth;8;9;1;157
False;MoveSouthWest;MoveNorth;8;9;1;158
False;DropObject;MoveNorth;8;9;1;159
False;DropObject;MoveNorth;9;9;1;160
False;MoveSouth;MoveNorth;9;9;1;161
False;MoveSouth;MoveNorth;9;9;1;162
False;GrabObject;MoveNorth;9;9;1;163
False;GrabObject;MoveNorth;9;9;1;164
False;MoveWest;MoveNorth;9;9;1;165
False;MoveWest;MoveNorth;9;9;1;166
False;MoveWest;MoveNorth;9;9;1;167
False;MoveWest;MoveNorth;9;9;1;168
False;MoveWest;MoveNorth;9;9;1;169
False;MoveWest;MoveNorth;9;9;1;170
False;DropObject;MoveNorth;9;9;1;171
False;DropObject;MoveNorth;10;9;1;172
False;MoveEast;MoveNorthEast;10;9;1;173
False;MoveEast;MoveNorthEast;10;9;1;174
False;MoveNorthEast;MoveEast;10;9;1;175
False;MoveNorthEast;MoveEast;10;9;1;176
False;MoveEast;MoveNorthEast;10;9;1;177
False;MoveEast;MoveNorthEast;10;9;1;178
False;GrabObject;MoveEast;10;9;1;179
False;GrabObject;MoveEast;10;9;1;180
False;MoveWest;OpenDoorAction;10;9;1;181
False;MoveWest;OpenDoorAction;10;10;1;182
False;MoveWest;MoveNorth;10;10;1;183
False;MoveWest;MoveNorth;10;11;1;184
False;MoveWest;MoveNorthWest;10;11;1;185
False;MoveWest;MoveNorthWest;10;11;1;186
