done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveEast;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveEast;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthEast;1;1;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthEast;1;1;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;24
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;1;1;1;1;1;1;25
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;1;1;1;1;1;1;26
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;27
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;28
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;29
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;30
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;1;1;1;1;1;1;1;31
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;1;1;1;1;1;1;1;32
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;33
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;34
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;OpenDoorAction;1;1;1;1;1;1;1;35
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;OpenDoorAction;1;1;1;1;1;2;1;36
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveNorth;1;1;1;1;1;2;1;37
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveNorth;1;1;1;1;1;3;1;38
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;39
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;40
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;41
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;42
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;3;1;43
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;3;1;44
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;MoveSouth;MoveNorthEast;1;1;1;1;1;3;1;45
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;MoveSouth;MoveNorthEast;1;1;1;2;1;3;1;46
False;MoveEast;MoveEast;MoveEast;MoveNorth;MoveSouth;GrabObject;1;1;1;2;1;3;1;47
False;MoveEast;MoveEast;MoveEast;MoveNorth;MoveSouth;GrabObject;1;1;1;3;1;4;1;48
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveSouth;MoveSouthEast;1;1;1;3;1;4;1;49
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveSouth;MoveSouthEast;1;1;1;3;1;5;1;50
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveSouthWest;MoveSouth;1;1;1;3;1;5;1;51
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveSouthWest;MoveSouth;1;1;1;3;1;5;1;52
