done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthEast;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthEast;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;MoveSouthEast;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;MoveSouthEast;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveEast;MoveEast;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveEast;MoveEast;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;1;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;24
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;25
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;26
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;27
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;1;28
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouthEast;1;1;1;1;1;1;1;29
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouthEast;1;1;1;1;1;1;1;30
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;31
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;32
False;MoveEast;MoveSouth;OpenDoorAction;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;33
False;MoveEast;MoveSouth;OpenDoorAction;MoveEast;MoveSouth;MoveSouth;1;1;2;1;1;1;1;34
False;MoveEast;MoveSouth;MoveNorth;MoveEast;MoveSouth;MoveSouth;1;1;2;1;1;1;1;35
False;MoveEast;MoveSouth;MoveNorth;MoveEast;MoveSouth;MoveSouth;1;1;3;1;1;1;1;36
False;MoveEast;MoveSouthEast;MoveNorthWest;MoveEast;MoveSouth;MoveSouth;1;1;3;1;1;1;1;37
False;MoveEast;MoveSouthEast;MoveNorthWest;MoveEast;MoveSouth;MoveSouth;1;1;3;1;1;1;1;38
False;MoveEast;MoveEast;GrabObject;MoveEast;MoveSouth;MoveSouth;1;1;3;1;1;1;1;39
False;MoveEast;MoveEast;GrabObject;MoveEast;MoveSouth;MoveSouth;1;1;4;1;1;1;1;40
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;1;1;4;1;1;1;1;41
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;1;1;5;1;1;1;1;42
False;MoveEast;MoveEast;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;1;1;5;1;1;1;1;43
False;MoveEast;MoveEast;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;1;1;5;1;1;1;1;44
False;MoveEast;OpenDoorAction;MoveWest;OpenDoorAction;MoveSouth;MoveSouth;1;1;5;1;1;1;1;45
False;MoveEast;OpenDoorAction;MoveWest;OpenDoorAction;MoveSouth;MoveSouth;1;2;5;2;1;1;1;46
False;MoveEast;MoveNorth;MoveWest;MoveNorth;MoveSouth;MoveSouth;1;2;5;2;1;1;1;47
False;MoveEast;MoveNorth;MoveWest;MoveNorth;MoveSouth;MoveSouth;1;3;5;3;1;1;1;48
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouthWest;1;3;5;3;1;1;1;49
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouthWest;1;3;5;3;1;1;1;50
False;MoveEast;MoveNorthWest;MoveNorth;GrabObject;MoveSouth;MoveWest;1;3;5;3;1;1;1;51
False;MoveEast;MoveNorthWest;MoveNorth;GrabObject;MoveSouth;MoveWest;1;3;5;4;1;1;1;52
False;MoveEast;MoveSouth;MoveNorth;MoveSouthEast;MoveSouth;MoveWest;1;3;5;4;1;1;1;53
False;MoveEast;MoveSouth;MoveNorth;MoveSouthEast;MoveSouth;MoveWest;1;3;5;4;1;1;1;54
False;MoveEast;MoveNorthEast;MoveNorth;MoveSouthEast;MoveSouth;OpenDoorAction;1;3;5;4;1;1;1;55
False;MoveEast;MoveNorthEast;MoveNorth;MoveSouthEast;MoveSouth;OpenDoorAction;1;3;5;4;1;2;1;56
False;OpenDoorAction;MoveSouth;MoveNorthEast;MoveSouthEast;MoveSouth;MoveNorth;1;3;5;4;1;2;1;57
False;OpenDoorAction;MoveSouth;MoveNorthEast;MoveSouthEast;MoveSouth;MoveNorth;2;3;5;4;1;3;1;58
False;MoveNorth;MoveNorthEast;MoveEast;MoveSouthEast;MoveSouth;GrabObject;2;3;5;4;1;3;1;59
False;MoveNorth;MoveNorthEast;MoveEast;MoveSouthEast;MoveSouth;GrabObject;3;3;5;4;1;4;1;60
False;MoveNorthWest;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;3;3;5;4;1;4;1;61
False;MoveNorthWest;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;3;3;5;4;1;5;1;62
