done;strongagent1_acts;strongagent2_acts;lazyagent_acts;lazyagent1_acts;strongagent1_mssg;strongagent2_mssg;lazyagent_mssg;lazyagent1_mssg;world_nr;tick_nr
False;;;;;0;0;0;0;1;0
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;0;0;0;0;1;1
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;2;2;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;2;2;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;2;2;1;6
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;7
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;21
