done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;14
False;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;15
False;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;16
False;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;17
False;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;18
False;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;19
False;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;20
False;OpenDoorAction;MoveEast;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;1;1;1;1;1;1;1;21
False;OpenDoorAction;MoveEast;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;2;1;1;1;2;1;1;22
False;MoveNorth;MoveEast;MoveSouth;MoveSouth;MoveNorth;MoveSouth;2;1;1;1;2;1;1;23
False;MoveNorth;MoveEast;MoveSouth;MoveSouth;MoveNorth;MoveSouth;3;1;1;1;3;1;1;24
False;MoveNorthWest;MoveEast;MoveSouth;MoveSouthEast;MoveNorthWest;MoveSouth;3;1;1;1;3;1;1;25
False;MoveNorthWest;MoveEast;MoveSouth;MoveSouthEast;MoveNorthWest;MoveSouth;3;1;1;1;3;1;1;26
False;MoveNorthWest;MoveEast;MoveSouth;MoveEast;MoveNorthWest;MoveSouthEast;3;1;1;1;3;1;1;27
False;MoveNorthWest;MoveEast;MoveSouth;MoveEast;MoveNorthWest;MoveSouthEast;3;1;1;1;3;1;1;28
False;GrabObject;MoveEast;MoveSouth;MoveEast;GrabObject;MoveEast;3;1;1;1;3;1;1;29
False;GrabObject;MoveEast;MoveSouth;MoveEast;GrabObject;MoveEast;4;1;1;1;4;1;1;30
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;4;1;1;1;4;1;1;31
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;4;1;1;1;5;1;1;32
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;4;1;1;1;5;1;1;33
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;4;1;1;1;5;1;1;34
False;MoveSouthWest;MoveEast;MoveSouth;MoveEast;MoveSouthWest;MoveEast;4;1;1;1;5;1;1;35
False;MoveSouthWest;MoveEast;MoveSouth;MoveEast;MoveSouthWest;MoveEast;4;1;1;1;5;1;1;36
False;MoveSouthWest;MoveEast;MoveSouthEast;MoveEast;MoveSouthWest;MoveEast;4;1;1;1;5;1;1;37
False;MoveSouthWest;MoveEast;MoveSouthEast;MoveEast;MoveSouthWest;MoveEast;4;1;1;1;5;1;1;38
False;MoveWest;MoveEast;MoveEast;MoveEast;MoveWest;MoveEast;4;1;1;1;5;1;1;39
False;MoveWest;MoveEast;MoveEast;MoveEast;MoveWest;MoveEast;4;1;1;1;5;1;1;40
False;MoveSouthWest;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveEast;4;1;1;1;5;1;1;41
False;MoveSouthWest;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveEast;4;1;1;1;5;1;1;42
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;4;1;1;1;5;1;1;43
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;4;1;1;1;5;1;1;44
False;MoveSouth;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveSouth;MoveEast;4;1;1;1;5;1;1;45
False;MoveSouth;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveSouth;MoveEast;4;2;2;2;5;1;1;46
