done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthEast;1;1;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthEast;1;1;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;18
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;19
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;OpenDoorAction;1;1;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;OpenDoorAction;1;1;1;1;1;2;1;24
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;MoveNorth;1;1;1;1;1;2;1;25
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;MoveNorth;1;1;1;1;1;3;1;26
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;1;1;1;1;1;3;1;27
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;1;1;1;1;1;3;1;28
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;GrabObject;1;1;1;1;1;3;1;29
