done;strongagent_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;world_nr;tick_nr
False;;;;;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;12
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;13
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;14
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;15
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;16
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;17
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;18
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;19
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;20
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;21
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;22
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;23
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;24
False;MoveEast;MoveSouth;MoveSouthEast;MoveSouthEast;1;1;1;1;1;25
False;MoveEast;MoveSouth;MoveSouthEast;MoveSouthEast;1;1;1;1;1;26
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;27
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;28
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;29
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;30
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;31
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;32
False;OpenDoorAction;MoveSouth;MoveEast;OpenDoorAction;1;1;1;1;1;33
False;OpenDoorAction;MoveSouth;MoveEast;OpenDoorAction;2;1;1;2;1;34
False;MoveNorth;MoveSouth;MoveEast;MoveNorth;2;1;1;2;1;35
False;MoveNorth;MoveSouth;MoveEast;MoveNorth;3;1;1;3;1;36
False;MoveNorthWest;MoveSouthEast;MoveEast;MoveNorthWest;3;1;1;3;1;37
False;MoveNorthWest;MoveSouthEast;MoveEast;MoveNorthWest;3;1;1;3;1;38
False;MoveNorthWest;MoveEast;MoveEast;GrabObject;3;1;1;3;1;39
False;MoveNorthWest;MoveEast;MoveEast;GrabObject;3;1;1;4;1;40
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;41
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;3;1;1;5;1;42
False;MoveNorthEast;MoveEast;MoveEast;MoveSouthWest;3;1;1;5;1;43
False;MoveNorthEast;MoveEast;MoveEast;MoveSouthWest;3;1;1;5;1;44
False;GrabObject;OpenDoorAction;OpenDoorAction;MoveWest;3;1;1;5;1;45
False;GrabObject;OpenDoorAction;OpenDoorAction;MoveWest;4;2;2;5;1;46
False;MoveSouthEast;MoveNorth;MoveNorth;MoveWest;4;2;2;5;1;47
False;MoveSouthEast;MoveNorth;MoveNorth;MoveWest;5;3;3;5;1;48
