done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;18
False;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;19
False;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;20
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;MoveEast;MoveSouth;1;1;1;1;1;1;1;21
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;MoveEast;MoveSouth;1;1;2;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveNorth;MoveSouth;MoveEast;MoveSouth;1;1;2;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveNorth;MoveSouth;MoveEast;MoveSouth;1;1;3;1;1;1;1;24
False;MoveSouth;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveEast;MoveSouth;1;1;3;1;1;1;1;25
False;MoveSouth;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveEast;MoveSouth;1;1;3;1;1;1;1;26
False;MoveSouth;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;1;1;3;1;1;1;1;27
False;MoveSouth;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;1;1;3;1;1;1;1;28
False;MoveSouth;MoveEast;GrabObject;MoveEast;MoveEast;MoveEast;1;1;3;1;1;1;1;29
