done;baseagent0_acts;baseagent1_acts;liaragent_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;world_nr;tick_nr
False;;;;0;0;0;1;0
False;MoveSouth;MoveSouth;MoveSouth;0;0;0;1;1
False;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;2;2;2;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;2;2;2;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;3;3;3;1;6
False;MoveSouth;MoveSouth;MoveSouth;3;3;3;1;7
False;MoveSouth;MoveSouth;MoveSouth;4;4;4;1;8
False;MoveSouth;MoveSouth;MoveSouth;4;4;4;1;9
False;MoveSouth;MoveSouth;MoveSouth;5;5;5;1;10
False;MoveSouth;MoveSouth;MoveSouth;5;5;5;1;11
False;MoveSouth;MoveSouth;MoveSouth;6;6;6;1;12
False;MoveSouth;MoveSouth;MoveSouth;6;6;6;1;13
False;MoveSouth;MoveSouth;MoveSouth;7;7;7;1;14
False;MoveSouth;MoveSouth;MoveSouth;7;7;7;1;15
False;MoveSouth;MoveSouth;MoveSouth;8;8;8;1;16
False;MoveSouth;MoveSouth;MoveSouth;8;8;8;1;17
False;MoveSouth;MoveSouth;MoveSouth;9;9;9;1;18
False;MoveSouthEast;MoveSouth;MoveSouth;9;9;9;1;19
False;MoveSouthEast;MoveSouth;MoveSouth;10;10;10;1;20
False;MoveSouth;MoveSouth;MoveSouth;10;10;10;1;21
False;MoveSouth;MoveSouth;MoveSouth;11;11;11;1;22
False;MoveSouth;MoveSouth;MoveSouth;11;11;11;1;23
False;MoveSouth;MoveSouth;MoveSouth;12;12;12;1;24
False;MoveSouth;MoveSouthEast;MoveSouthEast;12;12;12;1;25
False;MoveSouth;MoveSouthEast;MoveSouthEast;13;13;13;1;26
False;MoveSouth;MoveEast;MoveEast;13;13;13;1;27
False;MoveSouth;MoveEast;MoveEast;14;14;14;1;28
False;MoveSouth;MoveEast;MoveEast;14;14;14;1;29
False;MoveSouth;MoveEast;MoveEast;15;15;15;1;30
False;MoveSouth;MoveEast;MoveEast;15;15;15;1;31
False;MoveSouth;MoveEast;MoveEast;16;16;16;1;32
False;MoveSouth;MoveEast;MoveEast;16;16;16;1;33
False;MoveSouth;MoveEast;MoveEast;17;17;17;1;34
False;MoveSouth;MoveEast;MoveEast;17;17;17;1;35
False;MoveSouth;MoveEast;MoveEast;18;18;18;1;36
