done;baseagent0_acts;baseagent1_acts;liaragent_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;world_nr;tick_nr
False;;;;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;2;2;2;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;2;2;2;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;3;3;3;1;6
False;MoveSouth;MoveSouth;MoveSouth;3;3;3;1;7
False;MoveSouth;MoveSouth;MoveSouth;4;4;4;1;8
False;MoveSouth;MoveSouth;MoveSouth;4;4;4;1;9
False;MoveSouth;MoveSouth;MoveSouth;5;5;5;1;10
False;MoveSouth;MoveSouth;MoveSouth;5;5;5;1;11
False;MoveSouth;MoveSouth;MoveSouth;6;6;6;1;12
False;MoveSouth;MoveSouth;MoveSouth;6;6;6;1;13
False;MoveSouth;MoveSouth;MoveSouth;7;7;7;1;14
False;MoveSouth;MoveSouth;MoveSouth;7;7;7;1;15
False;MoveSouth;MoveSouth;MoveSouth;8;8;8;1;16
False;MoveSouth;MoveSouth;MoveSouth;8;8;8;1;17
False;MoveSouth;MoveSouth;MoveSouth;9;9;9;1;18
False;MoveSouth;MoveSouth;MoveSouth;9;9;9;1;19
False;MoveSouth;MoveSouth;MoveSouth;10;10;10;1;20
False;MoveSouth;MoveSouth;MoveSouth;10;10;10;1;21
False;MoveSouth;MoveSouth;MoveSouth;11;11;11;1;22
False;MoveSouth;MoveSouth;MoveSouth;11;11;11;1;23
False;MoveSouth;MoveSouth;MoveSouth;12;12;12;1;24
False;MoveSouth;MoveSouthEast;MoveSouth;12;12;12;1;25
False;MoveSouth;MoveSouthEast;MoveSouth;13;13;13;1;26
False;MoveSouth;MoveEast;MoveSouth;13;13;13;1;27
False;MoveSouth;MoveEast;MoveSouth;14;14;14;1;28
False;MoveSouth;MoveEast;MoveSouth;14;14;14;1;29
False;MoveSouth;MoveEast;MoveSouth;15;15;15;1;30
False;MoveSouth;MoveEast;MoveSouth;15;15;15;1;31
False;MoveSouth;MoveEast;MoveSouth;16;16;16;1;32
False;MoveSouth;MoveEast;MoveSouth;16;16;16;1;33
False;MoveSouth;MoveEast;MoveSouth;17;17;17;1;34
False;MoveSouth;MoveEast;MoveSouth;17;17;17;1;35
False;MoveSouth;MoveEast;MoveSouth;18;18;18;1;36
False;MoveSouthEast;MoveEast;MoveSouthEast;18;18;18;1;37
False;MoveSouthEast;MoveEast;MoveSouthEast;19;19;19;1;38
False;MoveEast;MoveEast;MoveEast;19;19;19;1;39
False;MoveEast;MoveEast;MoveEast;20;20;20;1;40
False;MoveEast;MoveEast;MoveEast;20;20;20;1;41
False;MoveEast;MoveEast;MoveEast;21;21;21;1;42
False;MoveEast;MoveEast;MoveEast;21;21;21;1;43
False;MoveEast;MoveEast;MoveEast;22;22;22;1;44
False;MoveEast;OpenDoorAction;MoveEast;22;22;22;1;45
False;MoveEast;OpenDoorAction;MoveEast;23;23;23;1;46
False;MoveEast;MoveNorth;MoveEast;23;23;23;1;47
False;MoveEast;MoveNorth;MoveEast;24;24;24;1;48
False;MoveEast;MoveNorthWest;MoveEast;24;24;24;1;49
False;MoveEast;MoveNorthWest;MoveEast;25;25;25;1;50
False;MoveEast;MoveNorthWest;MoveEast;25;25;25;1;51
False;MoveEast;MoveNorthWest;MoveEast;26;26;26;1;52
False;MoveEast;GrabObject;MoveEast;26;26;26;1;53
False;MoveEast;GrabObject;MoveEast;27;27;27;1;54
False;MoveEast;MoveSouthEast;MoveEast;27;27;27;1;55
False;MoveEast;MoveSouthEast;MoveEast;28;28;28;1;56
False;OpenDoorAction;MoveSouthEast;MoveEast;28;28;28;1;57
False;OpenDoorAction;MoveSouthEast;MoveEast;29;29;29;1;58
False;MoveNorth;MoveSouthEast;MoveEast;29;29;29;1;59
False;MoveNorth;MoveSouthEast;MoveEast;30;30;30;1;60
False;MoveNorthWest;MoveSouthEast;MoveEast;30;30;30;1;61
False;MoveNorthWest;MoveSouthEast;MoveEast;31;31;31;1;62
False;MoveNorthWest;MoveEast;MoveEast;31;31;31;1;63
False;MoveNorthWest;MoveEast;MoveEast;32;32;32;1;64
False;MoveSouth;MoveEast;MoveEast;32;32;32;1;65
False;MoveSouth;MoveEast;MoveEast;33;33;33;1;66
False;MoveNorthEast;MoveEast;MoveEast;33;33;33;1;67
False;MoveNorthEast;MoveEast;MoveEast;34;34;34;1;68
False;MoveSouth;MoveEast;OpenDoorAction;34;34;34;1;69
False;MoveSouth;MoveEast;OpenDoorAction;35;35;35;1;70
False;MoveNorthEast;MoveEast;MoveNorth;35;35;35;1;71
False;MoveNorthEast;MoveEast;MoveNorth;36;36;36;1;72
False;MoveSouth;MoveEast;MoveNorthWest;36;36;36;1;73
False;MoveSouth;MoveEast;MoveNorthWest;37;37;37;1;74
False;MoveNorthEast;MoveSouthEast;MoveNorthWest;37;37;37;1;75
False;MoveNorthEast;MoveSouthEast;MoveNorthWest;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveSouth;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveSouth;39;39;39;1;78
False;MoveSouthWest;MoveSouth;MoveNorthEast;39;39;39;1;79
False;MoveSouthWest;MoveSouth;MoveNorthEast;40;40;40;1;80
False;MoveSouthEast;MoveSouth;MoveSouth;40;40;40;1;81
False;MoveSouthEast;MoveSouth;MoveSouth;41;41;41;1;82
False;MoveEast;MoveSouthWest;MoveNorthEast;41;41;41;1;83
False;MoveEast;MoveSouthWest;MoveNorthEast;42;42;42;1;84
False;MoveEast;MoveWest;GrabObject;42;42;42;1;85
False;MoveEast;MoveWest;GrabObject;43;43;43;1;86
False;MoveEast;MoveWest;MoveSouth;43;43;43;1;87
False;MoveEast;MoveWest;MoveSouth;44;44;44;1;88
False;MoveEast;MoveWest;MoveSouth;44;44;44;1;89
False;MoveEast;MoveWest;MoveSouth;45;45;45;1;90
False;MoveEast;MoveWest;MoveSouthWest;45;45;45;1;91
False;MoveEast;MoveWest;MoveSouthWest;46;46;46;1;92
False;MoveEast;MoveSouthWest;MoveSouthWest;46;46;46;1;93
False;MoveEast;MoveSouthWest;MoveSouthWest;47;47;47;1;94
False;MoveEast;DropObject;MoveSouthWest;47;47;47;1;95
False;MoveEast;DropObject;MoveSouthWest;48;48;48;1;96
False;MoveNorthEast;MoveWest;DropObject;48;48;48;1;97
False;MoveNorthEast;MoveWest;DropObject;49;49;49;1;98
False;MoveNorth;MoveWest;MoveNorthEast;49;49;49;1;99
False;MoveNorth;MoveWest;MoveNorthEast;50;50;50;1;100
False;MoveNorth;MoveWest;MoveNorthEast;50;50;50;1;101
False;MoveNorth;MoveWest;MoveNorthEast;51;51;51;1;102
False;MoveNorth;MoveWest;MoveEast;51;51;51;1;103
False;MoveNorth;MoveWest;MoveEast;52;52;52;1;104
False;MoveNorth;MoveWest;MoveEast;52;52;52;1;105
False;MoveNorth;MoveWest;MoveEast;53;53;53;1;106
False;MoveNorth;MoveWest;MoveEast;53;53;53;1;107
False;MoveNorth;MoveWest;MoveEast;54;54;54;1;108
