done;baseagent_acts;blindagent_acts;baseagent_mssg;blindagent_mssg;world_nr;tick_nr
False;;;0;0;1;0
False;MoveSouthEast;MoveSouth;0;0;1;1
False;MoveSouthEast;MoveSouth;1;1;1;2
False;MoveSouthEast;MoveSouth;1;1;1;3
False;MoveSouthEast;MoveSouth;1;1;1;4
False;MoveSouthEast;MoveSouth;1;1;1;5
False;MoveSouthEast;MoveSouth;1;1;1;6
False;MoveSouth;MoveSouth;1;1;1;7
False;MoveSouth;MoveSouth;1;1;1;8
False;MoveSouth;MoveSouth;1;1;1;9
False;MoveSouth;MoveSouth;1;1;1;10
False;MoveSouth;MoveSouth;1;1;1;11
False;MoveSouth;MoveSouth;1;1;1;12
False;MoveSouth;MoveSouth;1;1;1;13
False;MoveSouth;MoveSouth;1;1;1;14
False;MoveSouth;MoveSouth;1;1;1;15
False;MoveSouth;MoveSouth;1;1;1;16
False;MoveSouth;MoveSouth;1;1;1;17
False;MoveSouth;MoveSouth;1;1;1;18
False;MoveSouth;MoveSouth;1;1;1;19
False;MoveSouth;MoveSouth;1;1;1;20
False;MoveSouth;MoveSouth;1;1;1;21
False;MoveSouth;MoveSouth;1;1;1;22
False;MoveSouth;MoveSouth;1;1;1;23
False;MoveSouth;MoveSouth;1;1;1;24
False;MoveSouth;MoveSouthEast;1;1;1;25
False;MoveSouth;MoveSouthEast;1;1;1;26
False;MoveSouth;MoveEast;1;1;1;27
False;MoveSouth;MoveEast;1;1;1;28
False;MoveSouth;MoveEast;1;1;1;29
False;MoveSouth;MoveEast;1;1;1;30
False;MoveSouth;MoveEast;1;1;1;31
False;MoveSouth;MoveEast;1;1;1;32
False;MoveSouth;OpenDoorAction;1;1;1;33
False;MoveSouth;OpenDoorAction;1;2;1;34
False;MoveSouth;MoveNorth;1;2;1;35
False;MoveSouth;MoveNorth;1;3;1;36
False;MoveSouth;MoveNorthWest;1;3;1;37
False;MoveSouth;MoveNorthWest;1;3;1;38
False;MoveSouth;MoveNorthWest;1;3;1;39
False;MoveSouth;MoveNorthWest;1;3;1;40
False;MoveSouth;MoveSouth;1;3;1;41
False;MoveSouth;MoveSouth;1;3;1;42
False;MoveSouth;MoveNorthEast;1;3;1;43
False;MoveSouth;MoveNorthEast;1;3;1;44
False;MoveSouth;MoveSouth;1;3;1;45
False;MoveSouth;MoveSouth;1;3;1;46
False;MoveSouth;MoveNorthEast;1;3;1;47
False;MoveSouth;MoveNorthEast;1;3;1;48
False;MoveSouth;MoveSouth;1;3;1;49
False;MoveSouth;MoveSouth;1;3;1;50
False;MoveSouth;MoveNorthEast;1;3;1;51
False;MoveSouth;MoveNorthEast;1;3;1;52
False;MoveSouth;MoveSouth;1;3;1;53
False;MoveSouth;MoveSouth;1;3;1;54
False;MoveSouth;MoveSouthWest;1;3;1;55
False;MoveSouth;MoveSouthWest;1;4;1;56
False;MoveSouth;MoveSouthEast;1;4;1;57
False;MoveSouth;MoveSouthEast;1;4;1;58
False;MoveSouth;MoveEast;1;4;1;59
False;MoveSouth;MoveEast;1;4;1;60
False;MoveSouth;MoveEast;1;4;1;61
False;MoveSouth;MoveEast;1;4;1;62
False;MoveSouth;MoveEast;1;4;1;63
False;MoveSouth;MoveEast;1;4;1;64
False;MoveSouth;MoveEast;1;4;1;65
False;MoveSouth;MoveEast;1;4;1;66
False;MoveSouth;MoveEast;1;4;1;67
False;MoveSouth;MoveEast;1;4;1;68
False;MoveSouth;MoveEast;1;4;1;69
False;MoveSouth;MoveEast;1;4;1;70
False;MoveSouth;MoveEast;1;4;1;71
False;MoveSouth;MoveEast;1;4;1;72
False;MoveSouth;MoveEast;1;4;1;73
False;MoveSouth;MoveEast;1;4;1;74
False;MoveSouth;MoveEast;1;4;1;75
False;MoveSouth;MoveEast;1;4;1;76
False;MoveSouth;MoveEast;1;4;1;77
False;MoveSouth;MoveEast;1;4;1;78
False;MoveSouth;MoveEast;1;4;1;79
False;MoveSouth;MoveEast;1;4;1;80
False;MoveSouth;OpenDoorAction;1;4;1;81
False;MoveSouth;OpenDoorAction;1;5;1;82
False;MoveSouth;MoveNorth;1;5;1;83
False;MoveSouth;MoveNorth;1;6;1;84
False;MoveSouth;GrabObject;1;6;1;85
False;MoveSouth;GrabObject;1;7;1;86
False;MoveSouth;MoveSouthEast;1;7;1;87
False;MoveSouth;MoveSouthEast;1;7;1;88
False;MoveSouth;MoveSouthEast;1;7;1;89
False;MoveSouth;MoveSouthEast;1;7;1;90
False;MoveSouth;MoveSouthEast;1;7;1;91
False;MoveSouth;MoveSouthEast;1;7;1;92
False;MoveSouth;MoveSouth;1;7;1;93
False;MoveSouth;MoveSouth;1;7;1;94
False;MoveSouth;MoveSouth;1;7;1;95
False;MoveSouth;MoveSouth;1;7;1;96
False;MoveSouth;MoveSouth;1;7;1;97
False;MoveSouth;MoveSouth;1;7;1;98
False;MoveSouth;MoveSouthWest;1;7;1;99
False;MoveSouth;MoveSouthWest;1;7;1;100
False;MoveSouth;MoveSouthWest;1;7;1;101
False;MoveSouth;MoveSouthWest;1;7;1;102
False;MoveSouth;MoveSouthWest;1;7;1;103
False;MoveSouth;MoveSouthWest;1;7;1;104
False;MoveSouth;MoveWest;1;7;1;105
False;MoveSouth;MoveWest;1;7;1;106
False;MoveSouth;MoveWest;1;7;1;107
False;MoveSouth;MoveWest;1;7;1;108
False;MoveSouthEast;MoveSouthWest;1;7;1;109
False;MoveSouthEast;MoveSouthWest;1;7;1;110
False;MoveSouthEast;DropObject;1;7;1;111
False;MoveSouthEast;DropObject;1;8;1;112
False;MoveSouthEast;MoveNorthWest;1;8;1;113
False;MoveSouthEast;MoveNorthWest;1;9;1;114
False;MoveEast;MoveNorthWest;1;9;1;115
False;MoveEast;MoveNorthWest;1;9;1;116
False;MoveEast;MoveNorthWest;1;9;1;117
False;MoveEast;MoveNorthWest;1;9;1;118
False;MoveEast;OpenDoorAction;1;9;1;119
False;MoveEast;OpenDoorAction;1;10;1;120
False;MoveEast;MoveNorth;1;10;1;121
False;MoveEast;MoveNorth;1;11;1;122
False;MoveEast;MoveNorthWest;1;11;1;123
False;MoveEast;MoveNorthWest;1;11;1;124
False;MoveEast;MoveNorthWest;1;11;1;125
False;MoveEast;MoveNorthWest;1;11;1;126
False;MoveEast;MoveSouth;1;11;1;127
False;MoveEast;MoveSouth;1;11;1;128
False;MoveEast;MoveNorthEast;1;11;1;129
False;MoveEast;MoveNorthEast;1;11;1;130
False;MoveEast;MoveSouth;1;11;1;131
False;MoveEast;MoveSouth;1;11;1;132
False;MoveEast;MoveNorthEast;1;11;1;133
False;MoveEast;MoveNorthEast;1;11;1;134
False;MoveEast;MoveSouth;1;11;1;135
False;MoveEast;MoveSouth;1;11;1;136
False;MoveEast;MoveNorthEast;1;11;1;137
False;MoveEast;MoveNorthEast;1;11;1;138
False;MoveEast;MoveSouth;1;11;1;139
False;MoveEast;MoveSouth;1;11;1;140
False;MoveEast;MoveSouthWest;1;11;1;141
False;MoveEast;MoveSouthWest;1;12;1;142
False;MoveEast;MoveSouthEast;1;12;1;143
False;MoveEast;MoveSouthEast;1;12;1;144
False;MoveEast;MoveEast;1;12;1;145
False;MoveEast;MoveEast;1;12;1;146
False;MoveEast;MoveEast;1;12;1;147
False;MoveEast;MoveEast;1;12;1;148
False;MoveEast;MoveEast;1;12;1;149
False;MoveEast;MoveEast;1;12;1;150
False;MoveEast;MoveEast;1;12;1;151
False;MoveEast;MoveEast;1;12;1;152
False;MoveEast;MoveEast;1;12;1;153
False;MoveEast;MoveEast;1;12;1;154
False;MoveEast;MoveEast;1;12;1;155
False;MoveEast;MoveEast;1;12;1;156
False;MoveEast;MoveEast;1;12;1;157
False;MoveEast;MoveEast;1;12;1;158
False;MoveEast;MoveNorthEast;1;12;1;159
False;MoveEast;MoveNorthEast;1;12;1;160
False;MoveEast;MoveNorth;1;12;1;161
False;MoveEast;MoveNorth;1;12;1;162
False;MoveEast;MoveNorth;1;12;1;163
False;MoveEast;MoveNorth;1;12;1;164
False;MoveEast;MoveNorth;1;12;1;165
False;MoveEast;MoveNorth;1;12;1;166
False;MoveEast;MoveNorth;1;12;1;167
False;MoveEast;MoveNorth;1;12;1;168
False;MoveEast;MoveNorth;1;12;1;169
False;MoveEast;MoveNorth;1;12;1;170
False;MoveEast;MoveNorth;1;12;1;171
False;MoveEast;MoveNorth;1;12;1;172
False;MoveEast;MoveNorth;1;12;1;173
False;MoveEast;MoveNorth;1;12;1;174
False;MoveEast;MoveNorth;1;12;1;175
False;MoveEast;MoveNorth;1;12;1;176
False;MoveEast;MoveNorth;1;12;1;177
False;MoveEast;MoveNorth;1;12;1;178
False;MoveEast;MoveNorthWest;1;12;1;179
False;MoveEast;MoveNorthWest;1;12;1;180
False;MoveEast;MoveWest;1;12;1;181
False;MoveEast;MoveWest;1;12;1;182
False;MoveEast;MoveWest;1;12;1;183
False;MoveEast;MoveWest;1;12;1;184
False;MoveEast;MoveWest;1;12;1;185
False;MoveEast;MoveWest;1;12;1;186
False;MoveEast;MoveWest;1;12;1;187
