done;baseagent0_acts;baseagent1_acts;liaragent_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;world_nr;tick_nr
False;;;;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;2;2;2;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;2;2;2;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;3;3;3;1;6
False;MoveSouth;MoveSouth;MoveSouth;3;3;3;1;7
False;MoveSouth;MoveSouth;MoveSouth;4;4;4;1;8
False;MoveSouth;MoveSouth;MoveSouth;4;4;4;1;9
False;MoveSouth;MoveSouth;MoveSouth;5;5;5;1;10
False;MoveSouth;MoveSouth;MoveSouth;5;5;5;1;11
False;MoveSouth;MoveSouth;MoveSouth;6;6;6;1;12
False;MoveSouth;MoveSouthEast;MoveSouth;6;6;6;1;13
False;MoveSouth;MoveSouthEast;MoveSouth;7;7;7;1;14
False;MoveSouth;MoveEast;MoveSouth;7;7;7;1;15
False;MoveSouth;MoveEast;MoveSouth;8;8;8;1;16
False;MoveSouth;MoveEast;MoveSouth;8;8;8;1;17
False;MoveSouth;MoveEast;MoveSouth;9;9;9;1;18
False;MoveSouth;MoveEast;MoveSouth;9;9;9;1;19
False;MoveSouth;MoveEast;MoveSouth;10;10;10;1;20
False;MoveSouth;MoveEast;MoveSouth;10;10;10;1;21
False;MoveSouth;MoveEast;MoveSouth;11;11;11;1;22
False;MoveSouth;MoveEast;MoveSouth;11;11;11;1;23
False;MoveSouth;MoveEast;MoveSouth;12;12;12;1;24
False;MoveSouth;MoveEast;MoveSouthEast;12;12;12;1;25
False;MoveSouth;MoveEast;MoveSouthEast;13;13;13;1;26
False;MoveSouth;MoveEast;MoveEast;13;13;13;1;27
False;MoveSouth;MoveEast;MoveEast;14;14;14;1;28
False;MoveSouth;MoveEast;MoveEast;14;14;14;1;29
False;MoveSouth;MoveEast;MoveEast;15;15;15;1;30
False;MoveSouth;MoveEast;MoveEast;15;15;15;1;31
False;MoveSouth;MoveEast;MoveEast;16;16;16;1;32
False;MoveSouth;OpenDoorAction;MoveEast;16;16;16;1;33
False;MoveSouth;OpenDoorAction;MoveEast;17;17;17;1;34
False;MoveSouth;MoveNorth;MoveEast;17;17;17;1;35
False;MoveSouth;MoveNorth;MoveEast;18;18;18;1;36
False;MoveSouthEast;MoveNorthWest;MoveEast;18;18;18;1;37
False;MoveSouthEast;MoveNorthWest;MoveEast;19;19;19;1;38
False;MoveEast;MoveNorthWest;MoveEast;19;19;19;1;39
False;MoveEast;MoveNorthWest;MoveEast;20;20;20;1;40
False;MoveEast;MoveSouth;MoveEast;20;20;20;1;41
False;MoveEast;MoveSouth;MoveEast;21;21;21;1;42
False;MoveEast;MoveNorthEast;MoveEast;21;21;21;1;43
False;MoveEast;MoveNorthEast;MoveEast;22;22;22;1;44
False;MoveEast;GrabObject;OpenDoorAction;22;22;22;1;45
False;MoveEast;GrabObject;OpenDoorAction;23;23;23;1;46
False;MoveEast;MoveSouth;MoveNorth;23;23;23;1;47
False;MoveEast;MoveSouth;MoveNorth;24;24;24;1;48
False;MoveEast;MoveSouthEast;MoveNorthWest;24;24;24;1;49
False;MoveEast;MoveSouthEast;MoveNorthWest;25;25;25;1;50
False;MoveEast;MoveSouthEast;MoveNorthWest;25;25;25;1;51
False;MoveEast;MoveSouthEast;MoveNorthWest;26;26;26;1;52
False;MoveEast;MoveSouthEast;GrabObject;26;26;26;1;53
False;MoveEast;MoveSouthEast;GrabObject;27;27;27;1;54
False;MoveEast;MoveEast;MoveSouthEast;27;27;27;1;55
False;MoveEast;MoveEast;MoveSouthEast;28;28;28;1;56
False;MoveEast;MoveEast;MoveSouthEast;28;28;28;1;57
False;MoveEast;MoveEast;MoveSouthEast;29;29;29;1;58
False;MoveEast;MoveEast;MoveSouthEast;29;29;29;1;59
False;MoveEast;MoveEast;MoveSouthEast;30;30;30;1;60
False;MoveEast;MoveEast;MoveSouthEast;30;30;30;1;61
False;MoveEast;MoveEast;MoveSouthEast;31;31;31;1;62
False;MoveEast;MoveEast;MoveEast;31;31;31;1;63
False;MoveEast;MoveEast;MoveEast;32;32;32;1;64
False;MoveEast;MoveEast;MoveEast;32;32;32;1;65
False;MoveEast;MoveEast;MoveEast;33;33;33;1;66
False;MoveEast;MoveSouthEast;MoveEast;33;33;33;1;67
False;MoveEast;MoveSouthEast;MoveEast;34;34;34;1;68
False;OpenDoorAction;MoveSouth;MoveEast;34;34;34;1;69
False;OpenDoorAction;MoveSouth;MoveEast;35;35;35;1;70
False;MoveNorth;MoveSouth;MoveEast;35;35;35;1;71
False;MoveNorth;MoveSouth;MoveEast;36;36;36;1;72
False;MoveNorthWest;MoveSouth;MoveEast;36;36;36;1;73
False;MoveNorthWest;MoveSouth;MoveEast;37;37;37;1;74
False;MoveNorthWest;MoveSouth;MoveSouthEast;37;37;37;1;75
False;MoveNorthWest;MoveSouth;MoveSouthEast;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveSouth;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveSouth;39;39;39;1;78
False;MoveNorthEast;MoveSouth;MoveSouth;39;39;39;1;79
False;MoveNorthEast;MoveSouth;MoveSouth;40;40;40;1;80
False;MoveSouth;MoveSouth;MoveSouth;40;40;40;1;81
False;MoveSouth;MoveSouth;MoveSouth;41;41;41;1;82
False;MoveNorthEast;MoveSouth;MoveSouthWest;41;41;41;1;83
False;MoveNorthEast;MoveSouth;MoveSouthWest;42;42;42;1;84
False;GrabObject;MoveSouth;MoveWest;42;42;42;1;85
False;GrabObject;MoveSouth;MoveWest;43;43;43;1;86
False;MoveSouth;MoveSouthWest;MoveWest;43;43;43;1;87
False;MoveSouth;MoveSouthWest;MoveWest;44;44;44;1;88
False;MoveSouth;MoveWest;MoveWest;44;44;44;1;89
False;MoveSouth;MoveWest;MoveWest;45;45;45;1;90
False;MoveSouthWest;MoveWest;MoveWest;45;45;45;1;91
False;MoveSouthWest;MoveWest;MoveWest;46;46;46;1;92
False;MoveSouthWest;MoveWest;MoveSouthWest;46;46;46;1;93
False;MoveSouthWest;MoveWest;MoveSouthWest;47;47;47;1;94
False;MoveSouthWest;MoveWest;DropObject;47;47;47;1;95
False;MoveSouthWest;MoveWest;DropObject;48;48;48;1;96
False;DropObject;MoveSouthWest;MoveNorthEast;48;48;48;1;97
False;DropObject;MoveSouthWest;MoveNorthEast;49;49;49;1;98
False;MoveNorthEast;DropObject;MoveEast;49;49;49;1;99
False;MoveNorthEast;DropObject;MoveEast;50;50;50;1;100
False;MoveNorthEast;MoveNorthWest;MoveEast;50;50;50;1;101
False;MoveNorthEast;MoveNorthWest;MoveEast;51;51;51;1;102
False;MoveEast;MoveWest;MoveEast;51;51;51;1;103
False;MoveEast;MoveWest;MoveEast;52;52;52;1;104
False;MoveEast;MoveWest;MoveEast;52;52;52;1;105
False;MoveEast;MoveWest;MoveEast;53;53;53;1;106
False;MoveEast;MoveWest;MoveNorthEast;53;53;53;1;107
False;MoveEast;MoveWest;MoveNorthEast;54;54;54;1;108
