done;baseagent_acts;blindagent_acts;baseagent_mssg;blindagent_mssg;world_nr;tick_nr
False;;;0;0;1;0
False;MoveSouthEast;MoveSouth;0;0;1;1
False;MoveSouthEast;MoveSouth;1;1;1;2
False;MoveSouth;MoveSouth;1;1;1;3
False;MoveSouth;MoveSouth;1;1;1;4
False;MoveSouth;MoveSouth;1;1;1;5
False;MoveSouth;MoveSouth;1;1;1;6
False;MoveSouth;MoveSouth;1;1;1;7
False;MoveSouth;MoveSouth;1;1;1;8
False;MoveSouth;MoveSouth;1;1;1;9
False;MoveSouth;MoveSouth;1;1;1;10
False;MoveSouth;MoveSouth;1;1;1;11
False;MoveSouth;MoveSouth;1;1;1;12
False;MoveSouth;MoveSouth;1;1;1;13
False;MoveSouth;MoveSouth;1;1;1;14
False;MoveSouth;MoveSouth;1;1;1;15
False;MoveSouth;MoveSouth;1;1;1;16
False;MoveSouth;MoveSouth;1;1;1;17
False;MoveSouth;MoveSouth;1;1;1;18
False;MoveSouth;MoveSouth;1;1;1;19
False;MoveSouth;MoveSouth;1;1;1;20
False;MoveSouth;MoveSouth;1;1;1;21
False;MoveSouth;MoveSouth;1;1;1;22
False;MoveSouth;MoveSouth;1;1;1;23
False;MoveSouth;MoveSouth;1;1;1;24
False;MoveSouthEast;MoveSouth;1;1;1;25
False;MoveSouthEast;MoveSouth;1;1;1;26
False;MoveEast;MoveSouth;1;1;1;27
False;MoveEast;MoveSouth;1;1;1;28
False;MoveEast;MoveSouth;1;1;1;29
False;MoveEast;MoveSouth;1;1;1;30
False;MoveEast;MoveSouth;1;1;1;31
False;MoveEast;MoveSouth;1;1;1;32
False;MoveEast;MoveSouth;1;1;1;33
False;MoveEast;MoveSouth;1;1;1;34
False;MoveEast;MoveSouth;1;1;1;35
False;MoveEast;MoveSouth;1;1;1;36
False;MoveEast;MoveSouthEast;1;1;1;37
False;MoveEast;MoveSouthEast;1;1;1;38
False;MoveEast;MoveEast;1;1;1;39
False;MoveEast;MoveEast;1;1;1;40
False;MoveEast;MoveEast;1;1;1;41
False;MoveEast;MoveEast;1;1;1;42
False;MoveEast;MoveEast;1;1;1;43
False;MoveEast;MoveEast;1;1;1;44
False;OpenDoorAction;OpenDoorAction;1;1;1;45
False;OpenDoorAction;OpenDoorAction;2;2;1;46
False;MoveNorth;MoveNorth;2;2;1;47
False;MoveNorth;MoveNorth;3;3;1;48
False;MoveNorthWest;MoveNorthWest;3;3;1;49
False;MoveNorthWest;MoveNorthWest;3;3;1;50
False;MoveNorthWest;MoveNorthWest;3;3;1;51
False;MoveNorthWest;MoveNorthWest;3;3;1;52
False;GrabObject;MoveSouth;3;3;1;53
False;GrabObject;MoveSouth;4;3;1;54
False;MoveSouthEast;MoveNorthEast;4;3;1;55
False;MoveSouthEast;MoveNorthEast;4;3;1;56
False;MoveSouthEast;MoveSouth;4;3;1;57
False;MoveSouthEast;MoveSouth;4;3;1;58
False;MoveSouthEast;MoveNorthEast;4;3;1;59
False;MoveSouthEast;MoveNorthEast;4;3;1;60
False;MoveSouthEast;MoveSouth;4;3;1;61
False;MoveSouthEast;MoveSouth;4;3;1;62
False;MoveEast;MoveNorthEast;4;3;1;63
False;MoveEast;MoveNorthEast;4;3;1;64
False;MoveEast;MoveSouth;4;3;1;65
False;MoveEast;MoveSouth;4;3;1;66
False;MoveEast;MoveSouthWest;4;3;1;67
False;MoveEast;MoveSouthWest;4;4;1;68
False;MoveEast;MoveSouthEast;4;4;1;69
False;MoveEast;MoveSouthEast;4;4;1;70
False;MoveEast;MoveEast;4;4;1;71
False;MoveEast;MoveEast;4;4;1;72
False;MoveEast;MoveEast;4;4;1;73
False;MoveEast;MoveEast;4;4;1;74
False;MoveSouthEast;MoveEast;4;4;1;75
False;MoveSouthEast;MoveEast;4;4;1;76
False;MoveSouth;MoveEast;4;4;1;77
False;MoveSouth;MoveEast;4;4;1;78
False;MoveSouth;MoveEast;4;4;1;79
False;MoveSouth;MoveEast;4;4;1;80
False;MoveSouth;MoveEast;4;4;1;81
False;MoveSouth;MoveEast;4;4;1;82
False;MoveSouthWest;MoveEast;4;4;1;83
False;MoveSouthWest;MoveEast;4;4;1;84
False;MoveWest;MoveEast;4;4;1;85
False;MoveWest;MoveEast;4;4;1;86
False;MoveWest;MoveEast;4;4;1;87
False;MoveWest;MoveEast;4;4;1;88
False;MoveWest;MoveEast;4;4;1;89
False;MoveWest;MoveEast;4;4;1;90
False;MoveWest;MoveEast;4;4;1;91
False;MoveWest;MoveEast;4;4;1;92
False;MoveSouthWest;OpenDoorAction;4;4;1;93
False;MoveSouthWest;OpenDoorAction;4;5;1;94
False;DropObject;MoveNorth;4;5;1;95
False;DropObject;MoveNorth;5;6;1;96
False;MoveNorthEast;MoveNorthWest;5;6;1;97
False;MoveNorthEast;MoveNorthWest;6;6;1;98
False;MoveEast;MoveNorthWest;6;6;1;99
False;MoveEast;MoveNorthWest;6;6;1;100
False;MoveEast;MoveSouth;6;6;1;101
False;MoveEast;MoveSouth;6;6;1;102
False;MoveEast;MoveNorthEast;6;6;1;103
False;MoveEast;MoveNorthEast;6;6;1;104
False;MoveEast;MoveSouth;6;6;1;105
False;MoveEast;MoveSouth;6;6;1;106
False;MoveNorthEast;MoveNorthEast;6;6;1;107
False;MoveNorthEast;MoveNorthEast;6;6;1;108
False;MoveNorth;MoveSouth;6;6;1;109
False;MoveNorth;MoveSouth;6;6;1;110
False;MoveNorth;MoveNorthEast;6;6;1;111
False;MoveNorth;MoveNorthEast;6;6;1;112
False;MoveNorth;MoveSouth;6;6;1;113
False;MoveNorth;MoveSouth;6;6;1;114
False;MoveNorth;MoveSouthWest;6;6;1;115
False;MoveNorth;MoveSouthWest;6;7;1;116
False;MoveNorth;MoveSouthEast;6;7;1;117
False;MoveNorth;MoveSouthEast;6;7;1;118
False;MoveNorth;MoveEast;6;7;1;119
False;MoveNorth;MoveEast;6;7;1;120
False;MoveNorth;MoveNorthEast;6;7;1;121
False;MoveNorth;MoveNorthEast;6;7;1;122
False;MoveNorth;MoveNorth;6;7;1;123
False;MoveNorth;MoveNorth;6;7;1;124
False;MoveNorth;MoveNorth;6;7;1;125
False;MoveNorth;MoveNorth;6;7;1;126
False;MoveNorthWest;MoveNorth;6;7;1;127
False;MoveNorthWest;MoveNorth;6;7;1;128
False;MoveWest;MoveNorth;6;7;1;129
False;MoveWest;MoveNorth;6;7;1;130
False;MoveWest;MoveNorth;6;7;1;131
False;MoveWest;MoveNorth;6;7;1;132
False;MoveWest;MoveNorth;6;7;1;133
False;MoveWest;MoveNorth;6;7;1;134
False;MoveWest;MoveNorth;6;7;1;135
False;MoveWest;MoveNorth;6;7;1;136
False;MoveWest;MoveNorth;6;7;1;137
False;MoveWest;MoveNorth;6;7;1;138
False;MoveWest;MoveNorth;6;7;1;139
False;MoveWest;MoveNorth;6;7;1;140
False;MoveNorthWest;MoveNorthWest;6;7;1;141
False;MoveNorthWest;MoveNorthWest;6;7;1;142
False;MoveWest;MoveNorthWest;6;7;1;143
False;MoveWest;MoveNorthWest;6;7;1;144
False;OpenDoorAction;MoveWest;6;7;1;145
False;OpenDoorAction;MoveWest;7;7;1;146
False;MoveNorth;OpenDoorAction;7;7;1;147
False;MoveNorth;OpenDoorAction;8;8;1;148
False;MoveNorthWest;MoveNorth;8;8;1;149
False;MoveNorthWest;MoveNorth;8;9;1;150
False;MoveNorthWest;MoveNorthWest;8;9;1;151
False;MoveNorthWest;MoveNorthWest;8;9;1;152
False;MoveSouth;GrabObject;8;9;1;153
False;MoveSouth;GrabObject;8;10;1;154
False;MoveNorthEast;MoveSouthEast;8;10;1;155
False;MoveNorthEast;MoveSouthEast;8;10;1;156
False;GrabObject;MoveSouthEast;8;10;1;157
False;GrabObject;MoveSouthEast;9;10;1;158
False;MoveSouth;MoveSouthEast;9;10;1;159
False;MoveSouth;MoveSouthEast;9;10;1;160
False;MoveSouthEast;MoveSouthEast;9;10;1;161
False;MoveSouthEast;MoveSouthEast;9;10;1;162
False;MoveSouthEast;MoveSouth;9;10;1;163
False;MoveSouthEast;MoveSouth;9;10;1;164
False;MoveSouthEast;MoveSouth;9;10;1;165
False;MoveSouthEast;MoveSouth;9;10;1;166
False;MoveEast;MoveSouth;9;10;1;167
False;MoveEast;MoveSouth;9;10;1;168
False;MoveEast;MoveSouth;9;10;1;169
False;MoveEast;MoveSouth;9;10;1;170
False;MoveEast;MoveSouth;9;10;1;171
False;MoveEast;MoveSouth;9;10;1;172
False;MoveEast;MoveSouth;9;10;1;173
False;MoveEast;MoveSouth;9;10;1;174
False;MoveEast;MoveSouth;9;10;1;175
False;MoveEast;MoveSouth;9;10;1;176
False;MoveEast;MoveSouth;9;10;1;177
False;MoveEast;MoveSouth;9;10;1;178
False;MoveSouthEast;MoveSouth;9;10;1;179
False;MoveSouthEast;MoveSouth;9;10;1;180
False;MoveSouth;MoveSouthWest;9;10;1;181
False;MoveSouth;MoveSouthWest;9;10;1;182
False;MoveSouth;MoveSouthWest;9;10;1;183
False;MoveSouth;MoveSouthWest;9;10;1;184
