done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;14
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;15
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;16
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;17
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;18
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;19
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;20
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;21
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;22
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;1;1;1;1;23
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;1;1;2;1;24
False;MoveEast;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveNorth;1;1;1;1;1;2;1;25
False;MoveEast;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveNorth;1;1;1;1;1;3;1;26
False;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;27
False;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;1;1;3;1;28
False;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveSouth;GrabObject;1;1;1;1;1;3;1;29
False;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveSouth;GrabObject;1;1;1;1;1;4;1;30
False;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;4;1;31
False;MoveEast;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;4;1;32
False;OpenDoorAction;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4;1;33
False;OpenDoorAction;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;2;1;1;1;1;4;1;34
False;MoveNorth;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;2;1;1;1;1;4;1;35
False;MoveNorth;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveSouthWest;3;1;1;1;1;4;1;36
False;MoveNorthWest;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveWest;3;1;1;1;1;4;1;37
False;MoveNorthWest;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveWest;3;1;1;1;1;4;1;38
False;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouthWest;3;1;1;1;1;4;1;39
False;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouthWest;3;1;1;1;1;4;1;40
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;3;1;1;1;1;4;1;41
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;3;1;1;1;1;4;1;42
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;3;1;1;1;1;4;1;43
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;3;1;1;1;1;4;1;44
False;GrabObject;MoveEast;OpenDoorAction;MoveEast;OpenDoorAction;MoveSouth;3;1;1;1;1;4;1;45
False;GrabObject;MoveEast;OpenDoorAction;MoveEast;OpenDoorAction;MoveSouth;4;1;2;1;2;4;1;46
