done;baseagent_acts;blindagent_acts;baseagent_mssg;blindagent_mssg;world_nr;tick_nr
False;;;0;0;1;0
False;MoveSouth;MoveSouth;0;0;1;1
False;MoveSouth;MoveSouth;1;1;1;2
False;MoveSouth;MoveSouth;1;1;1;3
False;MoveSouth;MoveSouth;1;1;1;4
False;MoveSouth;MoveSouth;1;1;1;5
False;MoveSouth;MoveSouth;1;1;1;6
False;MoveSouth;MoveSouth;1;1;1;7
False;MoveSouth;MoveSouth;1;1;1;8
False;MoveSouth;MoveSouth;1;1;1;9
False;MoveSouth;MoveSouth;1;1;1;10
False;MoveSouth;MoveSouth;1;1;1;11
False;MoveSouth;MoveSouth;1;1;1;12
False;MoveSouth;MoveSouthEast;1;1;1;13
False;MoveSouth;MoveSouthEast;1;1;1;14
False;MoveSouth;MoveEast;1;1;1;15
False;MoveSouth;MoveEast;1;1;1;16
False;MoveSouth;MoveEast;1;1;1;17
False;MoveSouth;MoveEast;1;1;1;18
False;MoveSouth;MoveEast;1;1;1;19
False;MoveSouth;MoveEast;1;1;1;20
False;MoveSouth;MoveEast;1;1;1;21
False;MoveSouth;MoveEast;1;1;1;22
False;MoveSouth;MoveEast;1;1;1;23
False;MoveSouth;MoveEast;1;1;1;24
False;MoveSouth;MoveEast;1;1;1;25
False;MoveSouth;MoveEast;1;1;1;26
False;MoveSouth;MoveEast;1;1;1;27
False;MoveSouth;MoveEast;1;1;1;28
False;MoveSouth;MoveEast;1;1;1;29
False;MoveSouth;MoveEast;1;1;1;30
False;MoveSouth;MoveEast;1;1;1;31
False;MoveSouth;MoveEast;1;1;1;32
False;MoveSouth;OpenDoorAction;1;1;1;33
False;MoveSouth;OpenDoorAction;1;2;1;34
False;MoveSouth;MoveNorth;1;2;1;35
False;MoveSouth;MoveNorth;1;3;1;36
False;MoveSouthEast;MoveNorthWest;1;3;1;37
False;MoveSouthEast;MoveNorthWest;1;3;1;38
False;MoveSouthEast;MoveNorthWest;1;3;1;39
False;MoveSouthEast;MoveNorthWest;1;3;1;40
False;MoveSouth;MoveSouth;1;3;1;41
False;MoveSouth;MoveSouth;1;3;1;42
False;MoveSouth;MoveNorthEast;1;3;1;43
False;MoveSouth;MoveNorthEast;1;3;1;44
False;MoveSouth;GrabObject;1;3;1;45
False;MoveSouth;GrabObject;1;4;1;46
False;MoveSouth;MoveSouth;1;4;1;47
False;MoveSouth;MoveSouth;1;4;1;48
False;MoveSouth;MoveSouthEast;1;4;1;49
False;MoveSouth;MoveSouthEast;1;4;1;50
False;MoveSouth;MoveSouthEast;1;4;1;51
False;MoveSouth;MoveSouthEast;1;4;1;52
False;MoveSouth;MoveSouthEast;1;4;1;53
False;MoveSouth;MoveSouthEast;1;4;1;54
False;MoveSouth;MoveEast;1;4;1;55
False;MoveSouth;MoveEast;1;4;1;56
False;MoveSouth;MoveEast;1;4;1;57
False;MoveSouth;MoveEast;1;4;1;58
False;MoveSouth;MoveEast;1;4;1;59
False;MoveSouth;MoveEast;1;4;1;60
False;MoveSouth;MoveEast;1;4;1;61
False;MoveSouth;MoveEast;1;4;1;62
False;MoveSouth;MoveEast;1;4;1;63
False;MoveSouth;MoveEast;1;4;1;64
False;MoveSouth;MoveEast;1;4;1;65
False;MoveSouth;MoveEast;1;4;1;66
False;MoveSouth;MoveSouthEast;1;4;1;67
