done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;24
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;25
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;1;1;1;26
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;27
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;28
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;29
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;30
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;31
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;32
False;MoveSouth;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;1;1;33
False;MoveSouth;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveSouth;1;1;2;1;1;1;1;34
False;MoveSouth;MoveEast;MoveNorth;MoveEast;MoveEast;MoveSouth;1;1;2;1;1;1;1;35
False;MoveSouth;MoveEast;MoveNorth;MoveEast;MoveEast;MoveSouth;1;1;3;1;1;1;1;36
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveSouth;1;1;3;1;1;1;1;37
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveSouth;1;1;3;1;1;1;1;38
False;MoveEast;MoveEast;GrabObject;MoveEast;MoveEast;MoveSouthEast;1;1;3;1;1;1;1;39
False;MoveEast;MoveEast;GrabObject;MoveEast;MoveEast;MoveSouthEast;1;1;4;1;1;1;1;40
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveEast;1;1;4;1;1;1;1;41
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveEast;1;1;5;1;1;1;1;42
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveEast;1;1;5;1;1;1;1;43
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveEast;1;1;5;1;1;1;1;44
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;OpenDoorAction;MoveEast;1;1;5;1;1;1;1;45
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;OpenDoorAction;MoveEast;1;1;5;2;2;1;1;46
False;MoveEast;MoveEast;MoveEast;MoveNorth;MoveNorth;OpenDoorAction;1;1;5;2;2;1;1;47
