done;baseagent_acts;blindagent_acts;baseagent_mssg;blindagent_mssg;world_nr;tick_nr
False;;;0;0;1;0
False;MoveSouthEast;MoveSouth;0;0;1;1
False;MoveSouthEast;MoveSouth;1;1;1;2
False;MoveSouth;MoveSouth;1;1;1;3
False;MoveSouth;MoveSouth;1;1;1;4
False;MoveSouth;MoveSouth;1;1;1;5
False;MoveSouth;MoveSouth;1;1;1;6
False;MoveSouth;MoveSouth;1;1;1;7
False;MoveSouth;MoveSouth;1;1;1;8
False;MoveSouth;MoveSouth;1;1;1;9
False;MoveSouth;MoveSouth;1;1;1;10
False;MoveSouth;MoveSouth;1;1;1;11
False;MoveSouth;MoveSouth;1;1;1;12
False;MoveSouthEast;MoveSouth;1;1;1;13
False;MoveSouthEast;MoveSouth;1;1;1;14
False;MoveEast;MoveSouth;1;1;1;15
False;MoveEast;MoveSouth;1;1;1;16
False;MoveEast;MoveSouth;1;1;1;17
False;MoveEast;MoveSouth;1;1;1;18
False;MoveEast;MoveSouth;1;1;1;19
False;MoveEast;MoveSouth;1;1;1;20
False;OpenDoorAction;MoveSouth;1;1;1;21
False;OpenDoorAction;MoveSouth;2;1;1;22
False;MoveNorth;MoveSouth;2;1;1;23
False;MoveNorth;MoveSouth;3;1;1;24
False;MoveNorthWest;MoveSouth;3;1;1;25
False;MoveNorthWest;MoveSouth;3;1;1;26
False;MoveNorthWest;MoveSouth;3;1;1;27
False;MoveNorthWest;MoveSouth;3;1;1;28
False;GrabObject;MoveSouth;3;1;1;29
False;GrabObject;MoveSouth;3;1;1;30
False;MoveSouthEast;MoveSouth;3;1;1;31
False;MoveSouthEast;MoveSouth;3;1;1;32
False;MoveSouthEast;MoveSouth;3;1;1;33
False;MoveSouthEast;MoveSouth;3;1;1;34
False;MoveSouthWest;MoveSouth;3;1;1;35
False;MoveSouthWest;MoveSouth;3;1;1;36
False;MoveSouthWest;MoveSouthEast;3;1;1;37
False;MoveSouthWest;MoveSouthEast;3;1;1;38
False;MoveWest;MoveEast;3;1;1;39
False;MoveWest;MoveEast;3;1;1;40
False;MoveSouthWest;MoveEast;3;1;1;41
False;MoveSouthWest;MoveEast;3;1;1;42
False;MoveSouth;MoveEast;3;1;1;43
False;MoveSouth;MoveEast;3;1;1;44
False;MoveSouth;OpenDoorAction;3;1;1;45
False;MoveSouth;OpenDoorAction;3;2;1;46
False;MoveSouth;MoveNorth;3;2;1;47
False;MoveSouth;MoveNorth;3;3;1;48
False;MoveSouth;MoveNorthWest;3;3;1;49
False;MoveSouth;MoveNorthWest;3;3;1;50
False;MoveSouth;MoveNorthWest;3;3;1;51
False;MoveSouth;MoveNorthWest;3;3;1;52
False;MoveSouth;MoveSouth;3;3;1;53
False;MoveSouth;MoveSouth;3;3;1;54
False;MoveSouth;MoveNorthEast;3;3;1;55
False;MoveSouth;MoveNorthEast;3;3;1;56
False;MoveSouth;MoveSouth;3;3;1;57
False;MoveSouth;MoveSouth;3;3;1;58
False;MoveSouth;MoveNorthEast;3;3;1;59
False;MoveSouth;MoveNorthEast;3;3;1;60
False;MoveSouthEast;MoveSouth;3;3;1;61
False;MoveSouthEast;MoveSouth;3;3;1;62
False;MoveEast;MoveNorthEast;3;3;1;63
False;MoveEast;MoveNorthEast;3;3;1;64
False;MoveEast;MoveSouth;3;3;1;65
False;MoveEast;MoveSouth;3;3;1;66
False;MoveEast;MoveSouthWest;3;3;1;67
False;MoveEast;MoveSouthWest;3;4;1;68
False;MoveSouthEast;MoveSouthWest;3;4;1;69
False;MoveSouthEast;MoveSouthWest;3;4;1;70
False;MoveEast;MoveWest;3;4;1;71
False;MoveEast;MoveWest;3;4;1;72
False;MoveSouthEast;MoveWest;3;4;1;73
False;MoveSouthEast;MoveWest;3;4;1;74
False;MoveEast;MoveNorthWest;3;4;1;75
False;MoveEast;MoveNorthWest;3;4;1;76
False;MoveEast;MoveNorth;3;4;1;77
False;MoveEast;MoveNorth;3;4;1;78
False;MoveSouthEast;MoveNorth;3;4;1;79
False;MoveSouthEast;MoveNorth;3;4;1;80
False;DropObject;MoveNorth;3;4;1;81
False;DropObject;MoveNorth;4;4;1;82
False;MoveNorthWest;MoveNorth;4;4;1;83
False;MoveNorthWest;MoveNorth;5;4;1;84
False;MoveNorthWest;MoveNorth;5;4;1;85
False;MoveNorthWest;MoveNorth;5;4;1;86
False;MoveNorthWest;MoveNorth;5;4;1;87
False;MoveNorthWest;MoveNorth;5;4;1;88
False;MoveWest;MoveNorth;5;4;1;89
False;MoveWest;MoveNorth;5;4;1;90
False;MoveWest;MoveNorth;5;4;1;91
False;MoveWest;MoveNorth;5;4;1;92
False;MoveWest;MoveNorth;5;4;1;93
False;MoveWest;MoveNorth;5;4;1;94
False;MoveWest;MoveNorthEast;5;4;1;95
False;MoveWest;MoveNorthEast;5;4;1;96
False;MoveWest;MoveEast;5;4;1;97
False;MoveWest;MoveEast;5;4;1;98
False;MoveWest;MoveEast;5;4;1;99
False;MoveWest;MoveEast;5;4;1;100
False;MoveNorthWest;MoveEast;5;4;1;101
False;MoveNorthWest;MoveEast;5;4;1;102
False;MoveNorth;MoveEast;5;4;1;103
False;MoveNorth;MoveEast;5;4;1;104
False;MoveNorth;MoveEast;5;4;1;105
False;MoveNorth;MoveEast;5;4;1;106
False;MoveNorth;MoveEast;5;4;1;107
False;MoveNorth;MoveEast;5;4;1;108
False;MoveNorthEast;MoveEast;5;4;1;109
False;MoveNorthEast;MoveEast;5;4;1;110
False;MoveEast;MoveNorthEast;5;4;1;111
False;MoveEast;MoveNorthEast;5;4;1;112
False;MoveNorthEast;MoveEast;5;4;1;113
False;MoveNorthEast;MoveEast;5;4;1;114
False;MoveEast;OpenDoorAction;5;4;1;115
False;MoveEast;OpenDoorAction;5;5;1;116
False;OpenDoorAction;MoveNorth;5;5;1;117
False;OpenDoorAction;MoveNorth;6;6;1;118
False;MoveNorth;MoveNorthWest;6;6;1;119
False;MoveNorth;MoveNorthWest;7;6;1;120
False;MoveNorthWest;MoveNorthWest;7;6;1;121
False;MoveNorthWest;MoveNorthWest;7;6;1;122
False;GrabObject;GrabObject;7;6;1;123
False;GrabObject;GrabObject;7;7;1;124
False;MoveSouthEast;MoveSouthEast;7;7;1;125
False;MoveSouthEast;MoveSouthEast;7;7;1;126
False;MoveSouthWest;MoveSouthEast;7;7;1;127
False;MoveSouthWest;MoveSouthEast;7;7;1;128
False;MoveSouthWest;MoveSouthEast;7;7;1;129
False;MoveSouthWest;MoveSouthEast;7;7;1;130
False;MoveWest;MoveSouthEast;7;7;1;131
False;MoveWest;MoveSouthEast;7;7;1;132
False;MoveSouthWest;MoveEast;7;7;1;133
False;MoveSouthWest;MoveEast;7;7;1;134
False;MoveSouth;MoveEast;7;7;1;135
False;MoveSouth;MoveEast;7;7;1;136
False;MoveSouth;MoveEast;7;7;1;137
False;MoveSouth;MoveEast;7;7;1;138
False;MoveSouth;MoveEast;7;7;1;139
False;MoveSouth;MoveEast;7;7;1;140
False;MoveSouthEast;MoveEast;7;7;1;141
False;MoveSouthEast;MoveEast;7;7;1;142
False;MoveEast;MoveEast;7;7;1;143
False;MoveEast;MoveEast;7;7;1;144
False;MoveEast;MoveSouthEast;7;7;1;145
False;MoveEast;MoveSouthEast;7;7;1;146
False;MoveEast;MoveSouth;7;7;1;147
False;MoveEast;MoveSouth;7;7;1;148
False;MoveEast;MoveSouth;7;7;1;149
False;MoveEast;MoveSouth;7;7;1;150
False;MoveEast;MoveSouth;7;7;1;151
False;MoveEast;MoveSouth;7;7;1;152
False;MoveSouthEast;MoveSouth;7;7;1;153
False;MoveSouthEast;MoveSouth;7;7;1;154
False;MoveEast;MoveSouth;7;7;1;155
False;MoveEast;MoveSouth;7;7;1;156
False;MoveEast;MoveSouth;7;7;1;157
False;MoveEast;MoveSouth;7;7;1;158
False;MoveSouthEast;MoveSouth;7;7;1;159
False;MoveSouthEast;MoveSouth;7;7;1;160
False;DropObject;MoveSouth;7;7;1;161
False;DropObject;MoveSouth;8;7;1;162
False;MoveNorthEast;MoveSouth;8;7;1;163
False;MoveNorthEast;MoveSouth;9;7;1;164
False;MoveNorthEast;MoveSouthWest;9;7;1;165
False;MoveNorthEast;MoveSouthWest;9;7;1;166
False;MoveEast;MoveWest;9;7;1;167
False;MoveEast;MoveWest;9;7;1;168
False;MoveEast;MoveSouthWest;9;7;1;169
False;MoveEast;MoveSouthWest;9;7;1;170
False;MoveEast;MoveWest;9;7;1;171
False;MoveEast;MoveWest;9;7;1;172
False;MoveEast;MoveWest;9;7;1;173
False;MoveEast;MoveWest;9;7;1;174
False;MoveEast;MoveSouthWest;9;7;1;175
False;MoveEast;MoveSouthWest;9;7;1;176
False;MoveEast;DropObject;9;7;1;177
False;MoveEast;DropObject;9;8;1;178
False;MoveNorthEast;MoveNorthEast;9;8;1;179
False;MoveNorthEast;MoveNorthEast;9;9;1;180
False;MoveNorth;MoveNorthEast;9;9;1;181
False;MoveNorth;MoveNorthEast;9;9;1;182
False;MoveNorth;MoveEast;9;9;1;183
False;MoveNorth;MoveEast;9;9;1;184
