done;baseagent0_acts;baseagent1_acts;baseagent2_acts;baseagent3_acts;baseagent0_mssg;baseagent1_mssg;baseagent2_mssg;baseagent3_mssg;world_nr;tick_nr
False;;;;;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;1;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;20
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;21
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;24
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveEast;1;1;1;1;1;25
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveEast;1;1;1;1;1;26
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;27
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;28
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;29
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;30
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;31
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;32
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;33
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;34
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;35
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;36
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;37
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;38
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;39
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;40
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;41
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;42
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;43
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;44
False;OpenDoorAction;MoveEast;MoveEast;OpenDoorAction;1;1;1;1;1;45
False;OpenDoorAction;MoveEast;MoveEast;OpenDoorAction;2;1;1;2;1;46
False;MoveNorth;MoveEast;MoveEast;MoveNorth;2;1;1;2;1;47
False;MoveNorth;MoveEast;MoveEast;MoveNorth;3;1;1;3;1;48
False;MoveNorthWest;MoveEast;MoveEast;MoveNorthWest;3;1;1;3;1;49
False;MoveNorthWest;MoveEast;MoveEast;MoveNorthWest;3;1;1;3;1;50
