done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveEast;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveEast;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;12
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveSouthEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;13
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveSouthEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;14
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;15
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;16
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;17
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;18
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;19
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;20
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;21
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;22
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;23
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;24
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;25
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;26
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;27
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;1;28
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;29
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthEast;1;1;1;1;1;1;1;30
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;31
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;32
False;MoveEast;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveSouth;MoveSouth;1;1;1;1;1;1;1;33
False;MoveEast;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveSouth;MoveSouth;1;2;2;2;1;1;1;34
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;MoveSouth;MoveSouth;1;2;2;2;1;1;1;35
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;MoveSouth;MoveSouth;1;3;3;3;1;1;1;36
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;1;3;3;3;1;1;1;37
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;1;3;3;3;1;1;1;38
False;MoveEast;GrabObject;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouth;1;3;3;3;1;1;1;39
False;MoveEast;GrabObject;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouth;1;4;3;3;1;1;1;40
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;4;3;3;1;1;1;41
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;MoveSouth;1;5;3;3;1;1;1;42
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveNorthEast;MoveEast;MoveSouth;1;5;3;3;1;1;1;43
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveNorthEast;MoveEast;MoveSouth;1;5;3;3;1;1;1;44
False;OpenDoorAction;MoveSouthEast;GrabObject;GrabObject;MoveEast;MoveSouth;1;5;3;3;1;1;1;45
False;OpenDoorAction;MoveSouthEast;GrabObject;GrabObject;MoveEast;MoveSouth;2;5;4;4;1;1;1;46
False;MoveNorth;MoveEast;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;2;5;4;4;1;1;1;47
False;MoveNorth;MoveEast;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;3;5;4;5;1;1;1;48
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;3;5;4;5;1;1;1;49
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;3;5;4;5;1;1;1;50
False;GrabObject;MoveEast;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;3;5;4;5;1;1;1;51
False;GrabObject;MoveEast;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;4;5;4;5;1;1;1;52
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;4;5;4;5;1;1;1;53
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;4;5;4;5;1;1;1;54
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;4;5;4;5;1;1;1;55
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;4;5;4;5;1;1;1;56
