done;strongagent1_acts;strongagent2_acts;lazyagent_acts;lazyagent1_acts;strongagent1_mssg;strongagent2_mssg;lazyagent_mssg;lazyagent1_mssg;world_nr;tick_nr
False;;;;;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;2;2;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;2;2;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;1;1;2;2;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;1;1;2;2;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;2;2;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;1;2;2;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;2;2;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;2;2;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;2;2;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;2;2;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;2;2;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;2;2;1;20
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;2;2;1;21
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;2;3;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;2;3;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;2;4;1;24
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveWest;1;1;2;4;1;25
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveWest;1;1;2;4;1;26
False;MoveEast;MoveSouth;MoveEast;MoveWest;1;1;2;4;1;27
False;MoveEast;MoveSouth;MoveEast;MoveWest;1;1;2;4;1;28
False;MoveEast;MoveSouth;MoveEast;MoveSouthWest;1;1;2;4;1;29
False;MoveEast;MoveSouth;MoveEast;MoveSouthWest;1;1;2;4;1;30
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;2;4;1;31
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;2;4;1;32
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;2;4;1;33
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;2;4;1;34
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;2;4;1;35
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;1;2;4;1;36
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;1;1;2;4;1;37
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;1;1;2;4;1;38
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;2;4;1;39
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;2;4;1;40
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;2;4;1;41
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;2;4;1;42
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;2;4;1;43
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;2;4;1;44
False;MoveEast;OpenDoorAction;OpenDoorAction;MoveSouth;1;1;2;4;1;45
False;MoveEast;OpenDoorAction;OpenDoorAction;MoveSouth;1;2;3;4;1;46
False;MoveEast;MoveNorth;MoveEast;MoveSouth;1;2;3;4;1;47
False;MoveEast;MoveNorth;MoveEast;MoveSouth;1;3;4;4;1;48
