done;strongagent0_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent4_acts;strongagent5_acts;strongagent0_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;strongagent4_mssg;strongagent5_mssg;world_nr;tick_nr
False;;;;;;;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveEast;1;1;1;1;1;1;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveSouthWest;MoveEast;1;1;1;1;1;1;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;1;1;12
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;1;1;1;1;1;1;1;13
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;1;1;1;1;1;1;1;14
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;15
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;16
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;17
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;18
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;19
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveEast;1;1;1;1;1;1;1;20
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;1;1;1;1;1;1;1;21
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;1;1;1;1;2;1;1;22
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveNorth;MoveEast;1;1;1;1;2;1;1;23
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveNorth;MoveEast;1;1;1;1;3;1;1;24
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveNorthWest;MoveEast;1;1;1;1;3;1;1;25
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveNorthWest;MoveEast;1;1;1;1;3;1;1;26
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;MoveEast;1;1;1;1;3;1;1;27
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;MoveEast;1;1;1;1;3;1;1;28
False;MoveSouth;MoveEast;MoveSouth;MoveEast;GrabObject;MoveSouthEast;1;1;1;1;3;1;1;29
False;MoveSouth;MoveEast;MoveSouth;MoveEast;GrabObject;MoveSouthEast;1;1;1;1;4;1;1;30
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;4;1;1;31
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;4;1;1;32
False;MoveSouth;MoveEast;MoveSouth;OpenDoorAction;MoveSouthEast;MoveSouth;1;1;1;1;4;1;1;33
False;MoveSouth;MoveEast;MoveSouth;OpenDoorAction;MoveSouthEast;MoveSouth;1;1;1;2;4;1;1;34
False;MoveSouth;MoveEast;MoveSouth;MoveNorth;MoveSouthWest;MoveSouth;1;1;1;2;4;1;1;35
False;MoveSouth;MoveEast;MoveSouth;MoveNorth;MoveSouthWest;MoveSouth;1;1;1;3;4;1;1;36
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveNorthWest;MoveSouthWest;MoveSouthWest;1;1;1;3;4;1;1;37
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveNorthWest;MoveSouthWest;MoveSouthWest;1;1;1;3;4;1;1;38
False;MoveEast;MoveEast;MoveEast;GrabObject;MoveWest;MoveWest;1;1;1;3;4;1;1;39
False;MoveEast;MoveEast;MoveEast;GrabObject;MoveWest;MoveWest;1;1;1;4;4;1;1;40
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveSouthWest;MoveWest;1;1;1;4;4;1;1;41
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveSouthWest;MoveWest;1;1;1;5;4;1;1;42
False;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveSouth;OpenDoorAction;1;1;1;5;4;1;1;43
False;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveSouth;OpenDoorAction;1;1;1;5;4;2;1;44
False;MoveEast;OpenDoorAction;OpenDoorAction;MoveSouthWest;MoveSouth;MoveNorth;1;1;1;5;4;2;1;45
False;MoveEast;OpenDoorAction;OpenDoorAction;MoveSouthWest;MoveSouth;MoveNorth;1;2;2;5;4;3;1;46
False;MoveEast;MoveNorth;MoveNorth;MoveWest;MoveSouth;MoveNorthWest;1;2;2;5;4;3;1;47
False;MoveEast;MoveNorth;MoveNorth;MoveWest;MoveSouth;MoveNorthWest;1;3;3;5;4;3;1;48
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveSouthWest;MoveSouth;GrabObject;1;3;3;5;4;3;1;49
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveSouthWest;MoveSouth;GrabObject;1;3;3;5;4;4;1;50
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouth;MoveSouthEast;1;3;3;5;4;4;1;51
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouth;MoveSouthEast;1;3;3;5;4;4;1;52
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;3;3;5;4;4;1;53
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;1;3;3;5;4;4;1;54
False;MoveEast;MoveNorthEast;MoveNorthEast;MoveSouth;MoveSouth;MoveSouthEast;1;3;3;5;4;4;1;55
