done;strongagent1_acts;strongagent2_acts;lazyagent0_acts;lazyagent1_acts;lazyagent2_acts;lazyagent3_acts;lazyagent4_acts;lazyagent5_acts;strongagent1_mssg;strongagent2_mssg;lazyagent0_mssg;lazyagent1_mssg;lazyagent2_mssg;lazyagent3_mssg;lazyagent4_mssg;lazyagent5_mssg;world_nr;tick_nr
False;;;;;;;;;0;0;0;0;0;0;0;0;1;0
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthWest;MoveSouthWest;MoveSouthEast;0;0;0;0;0;0;0;0;1;1
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthWest;MoveSouthWest;MoveSouthEast;1;1;1;1;1;1;1;1;1;2
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;1;1;3
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthEast;MoveSouthWest;MoveSouthWest;MoveSouthWest;1;1;1;1;1;1;1;2;1;4
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveEast;MoveWest;MoveWest;MoveWest;1;1;1;1;1;1;1;2;1;5
False;MoveSouth;MoveSouth;MoveSouthWest;MoveSouthWest;MoveEast;MoveWest;MoveWest;MoveWest;1;1;1;1;1;1;1;2;1;6
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthWest;MoveWest;MoveWest;1;1;1;1;1;1;1;2;1;7
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouthWest;MoveWest;MoveWest;1;1;1;1;1;1;1;2;1;8
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;2;1;9
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouthWest;MoveWest;1;1;1;1;1;1;1;2;1;10
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveWest;1;1;1;1;1;1;1;2;1;11
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveWest;1;1;1;1;1;1;1;2;1;12
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;MoveWest;1;1;1;1;1;1;1;2;1;13
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;MoveWest;1;1;1;1;1;1;1;2;1;14
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;2;1;15
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveSouth;MoveSouthWest;1;1;1;1;1;1;1;2;1;16
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;2;1;17
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;2;1;18
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;2;1;19
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;2;1;20
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;1;1;2;1;21
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;MoveEast;MoveSouth;MoveSouth;1;1;1;2;1;1;1;2;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;MoveEast;MoveSouthWest;MoveSouth;MoveSouthEast;1;1;1;2;1;1;1;2;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;MoveEast;MoveSouthWest;MoveSouth;MoveSouthEast;1;1;1;3;1;2;1;2;1;24
False;MoveSouth;MoveSouthEast;MoveSouth;MoveNorthWest;MoveEast;MoveWest;MoveSouth;MoveEast;1;1;1;3;1;2;1;2;1;25
False;MoveSouth;MoveSouthEast;MoveSouth;MoveNorthWest;MoveEast;MoveWest;MoveSouth;MoveEast;1;1;1;3;1;2;1;2;1;26
False;MoveSouth;MoveEast;MoveSouth;MoveNorthWest;MoveEast;MoveWest;MoveSouth;MoveEast;1;1;1;3;1;2;1;2;1;27
False;MoveSouth;MoveEast;MoveSouth;MoveNorthWest;MoveEast;MoveWest;MoveSouth;MoveEast;1;1;1;3;1;2;1;2;1;28
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouthWest;MoveSouth;MoveEast;1;1;1;3;1;2;1;2;1;29
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveEast;MoveSouthWest;MoveSouth;MoveEast;1;1;1;4;1;2;1;2;1;30
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;1;1;1;4;1;2;1;2;1;31
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;32
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;33
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;34
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;35
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;36
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;37
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;38
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;39
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;5;1;2;1;2;1;40
